"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2019-1010266,CWE-770 Allocation of Resources Without Limits or Throttling,"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2018-16487,NVD-CWE-noinfo,"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,1085674,"","lodash prior to 4.7.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.7.11.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,1089058,"","All versions of package lodash prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions. Steps to reproduce (provided by reporter Liyuan Chen): var lo = require('lodash'); function build_blank (n) { var ret = ""1"" for (var i = 0; i < n; i++) { ret += "" "" } return ret + ""1""; } var s = build_blank(50000) var time0 = Date.now(); lo.trim(s) var time_cost0 = Date.now() - time0; console.log(""time_cost0: "" + time_cost0) var time1 = Date.now(); lo.toNumber(s) var time_cost1 = Date.now() - time1; console.log(""time_cost1: "" + time_cost1) var time2 = Date.now(); lo.trimEnd(s) var time_cost2 = Date.now() - time2; console.log(""time_cost2: "" + time_cost2)",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:2.4.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:2.4.2,"A utility library delivering consistency, customization, performance, & extras.",MIT,"","",pkg:npm/lodash@2.4.2,cpe:2.3:a:lodash:lodash:2.4.2:*:*:*:*:*:*:*,1087663,"","Versions of `lodash` before 4.17.5 are vulnerable to prototype pollution.   The vulnerable functions are 'defaultsDeep', 'merge', and 'mergeWith' which allow a malicious user to modify the prototype of `Object` via `__proto__` causing the addition or modification of an existing property that will exist on all objects.     ## Recommendation  Update to version 4.17.5 or later.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2019-10744,NVD-CWE-Other,Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,NVD,MEDIUM,6.4,/AV:N/AC:L/Au:N/C:N/I:P/A:P,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2020-8203,CWE-1321,Prototype pollution attack when using _.zipObjectDeep in lodash before 4.17.20.,NVD,MEDIUM,5.8,/AV:N/AC:M/Au:N/C:N/I:P/A:P,HIGH,7.4,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:H,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2021-23337,CWE-94 Improper Control of Generation of Code ('Code Injection'),Lodash versions prior to 4.17.21 are vulnerable to Command Injection via the template function.,NVD,MEDIUM,6.5,/AV:N/AC:L/Au:S/C:P/I:P/A:P,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2018-3721,NVD-CWE-noinfo,"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:P/A:N,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2019-1010266,CWE-770 Allocation of Resources Without Limits or Throttling,"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",NVD,MEDIUM,4.0,/AV:N/AC:L/Au:S/C:N/I:N/A:P,MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2018-16487,NVD-CWE-noinfo,"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",lodash:4.13.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/lodash:4.13.1,Lodash modular utilities.,MIT,"","",pkg:npm/lodash@4.13.1,cpe:2.3:a:lodash:lodash:4.13.1:*:*:*:*:*:*:*,CVE-2020-28500,NVD-CWE-Other,"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,16,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",marked:0.3.9,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/marked:0.3.9,A markdown parser built for speed,MIT,"","",pkg:npm/marked@0.3.9,cpe:2.3:a:marked_project:marked:0.3.9:*:*:*:*:*:*:*,CVE-2022-21680,"CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'), CWE-1333","Marked is a markdown parser and compiler. Prior to version 4.0.10, the regular expression `block.def` may cause catastrophic backtracking against some strings and lead to a regular expression denial of service (ReDoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched in version 4.0.10. As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",marked:0.3.9,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/marked:0.3.9,A markdown parser built for speed,MIT,"","",pkg:npm/marked@0.3.9,cpe:2.3:a:marked_project:marked:0.3.9:*:*:*:*:*:*:*,CVE-2022-21681,NVD-CWE-Other,"Marked is a markdown parser and compiler. Prior to version 4.0.10, the regular expression `inline.reflinkSearch` may cause catastrophic backtracking against some strings and lead to a denial of service (DoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched in version 4.0.10. As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",marked:0.3.9,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/marked:0.3.9,A markdown parser built for speed,MIT,"","",pkg:npm/marked@0.3.9,cpe:2.3:a:marked_project:marked:0.3.9:*:*:*:*:*:*:*,1089485,"",### Impact  _What kind of vulnerability is it?_  Denial of service.  The regular expression `inline.reflinkSearch` may cause catastrophic backtracking against some strings. PoC is the following.  ```javascript import * as marked from 'marked';  console.log(marked.parse(`[x]: x  \\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](\\[\\](`)); ```  _Who is impacted?_  Anyone who runs untrusted markdown through marked and does not use a worker with a time limit.  ### Patches  _Has the problem been patched?_  Yes  _What versions should users upgrade to?_  4.0.10  ### Workarounds  _Is there a way for users to fix or remediate the vulnerability without upgrading?_  Do not run untrusted markdown through marked or run marked on a [worker](https://marked.js.org/using_advanced#workers) thread and set a reasonable time limit to prevent draining resources.  ### References  _Are there any links users can visit to find out more?_  - https://marked.js.org/using_advanced#workers - https://owasp.org/www-community/attacks/Regular_expression_Denial_of_Service_-_ReDoS  ### For more information  If you have any questions or comments about this advisory:  * Open an issue in [marked](https://github.com/markedjs/marked),NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",marked:0.3.9,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/marked:0.3.9,A markdown parser built for speed,MIT,"","",pkg:npm/marked@0.3.9,cpe:2.3:a:marked_project:marked:0.3.9:*:*:*:*:*:*:*,1089486,"","### Impact  _What kind of vulnerability is it?_  Denial of service.  The regular expression `block.def` may cause catastrophic backtracking against some strings. PoC is the following.  ```javascript import * as marked from ""marked"";  marked.parse(`[x]:${' '.repeat(1500)}x ${' '.repeat(1500)} x`); ```  _Who is impacted?_  Anyone who runs untrusted markdown through marked and does not use a worker with a time limit.  ### Patches  _Has the problem been patched?_  Yes  _What versions should users upgrade to?_  4.0.10  ### Workarounds  _Is there a way for users to fix or remediate the vulnerability without upgrading?_  Do not run untrusted markdown through marked or run marked on a [worker](https://marked.js.org/using_advanced#workers) thread and set a reasonable time limit to prevent draining resources.  ### References  _Are there any links users can visit to find out more?_  - https://marked.js.org/using_advanced#workers - https://owasp.org/www-community/attacks/Regular_expression_Denial_of_Service_-_ReDoS  ### For more information  If you have any questions or comments about this advisory:  * Open an issue in [marked](https://github.com/markedjs/marked)",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",mime:1.2.11,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?mime,"","","","",pkg:npm/mime@1.2.11,"",CVE-2017-16138,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"mime - Regular Expression Denial of Service (ReDoS) [CVE-2017-16138]  The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",OSSINDEX,HIGH,7.5,/AV:N/AC:L/Au:/C:N/I:N/A:H,"","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",mime:1.2.11,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?mime,"","","","",pkg:npm/mime@1.2.11,"",1090995,"",Affected versions of `mime` are vulnerable to regular expression denial of service when a mime lookup is performed on untrusted user input.   ## Recommendation  Update to version 2.0.3 or later.,NPM,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimatch:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimatch:0.3.0,a glob matcher in javascript,MIT,"","",pkg:npm/minimatch@0.3.0,cpe:2.3:a:minimatch_project:minimatch:0.3.0:*:*:*:*:*:*:*,CVE-2016-10540,CWE-20 Improper Input Validation,"Minimatch is a minimal matching utility that works by converting glob expressions into JavaScript `RegExp` objects. The primary function, `minimatch(path, pattern)` in Minimatch 3.0.1 and earlier is vulnerable to ReDoS in the `pattern` parameter.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimatch:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimatch:0.3.0,a glob matcher in javascript,MIT,"","",pkg:npm/minimatch@0.3.0,cpe:2.3:a:minimatch_project:minimatch:0.3.0:*:*:*:*:*:*:*,CVE-2022-3517,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimatch:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimatch:0.3.0,a glob matcher in javascript,MIT,"","",pkg:npm/minimatch@0.3.0,cpe:2.3:a:minimatch_project:minimatch:0.3.0:*:*:*:*:*:*:*,1090968,"","Affected versions of `minimatch` are vulnerable to regular expression denial of service attacks when user input is passed into the `pattern` argument of `minimatch(path, pattern)`.   ## Proof of Concept ``` var minimatch = require(“minimatch”);  // utility function for generating long strings var genstr = function (len, chr) {   var result = “”;   for (i=0; i<=len; i++) {     result = result + chr;   }   return result; }  var exploit = “[!” + genstr(1000000, “\\”) + “A”;  // minimatch exploit. console.log(“starting minimatch”); minimatch(“foo”, exploit); console.log(“finishing minimatch”); ```   ## Recommendation  Update to version 3.0.2 or later.",NPM,"","","","","","",HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimatch:0.3.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimatch:0.3.0,a glob matcher in javascript,MIT,"","",pkg:npm/minimatch@0.3.0,cpe:2.3:a:minimatch_project:minimatch:0.3.0:*:*:*:*:*:*:*,1091174,"","A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",NPM,"","","","","","",HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimatch:3.0.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimatch:3.0.2,a glob matcher in javascript,ISC,"","",pkg:npm/minimatch@3.0.2,cpe:2.3:a:minimatch_project:minimatch:3.0.2:*:*:*:*:*:*:*,CVE-2022-3517,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,12,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:0.0.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimist:0.0.10,parse argument options,MIT,"","",pkg:npm/minimist@0.0.10,cpe:2.3:a:substack:minimist:0.0.10:*:*:*:*:*:*:*,CVE-2021-44906,CWE-1321,"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:0.0.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimist:0.0.10,parse argument options,MIT,"","",pkg:npm/minimist@0.0.10,cpe:2.3:a:substack:minimist:0.0.10:*:*:*:*:*:*:*,1091172,"","Minimist prior to 1.2.6 and 0.2.4 is vulnerable to Prototype Pollution via file `index.js`, function `setKey()` (lines 69-95).",NPM,"","","","","","",HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:0.0.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimist:0.0.10,parse argument options,MIT,"","",pkg:npm/minimist@0.0.10,cpe:2.3:a:substack:minimist:0.0.10:*:*:*:*:*:*:*,CVE-2020-7598,CWE-1321,"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:0.0.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/minimist:0.0.10,parse argument options,MIT,"","",pkg:npm/minimist@0.0.10,cpe:2.3:a:substack:minimist:0.0.10:*:*:*:*:*:*:*,1090098,"","Affected versions of `minimist` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--__proto__.y=Polluted` adds a `y` property with value `Polluted` to all objects. The argument `--__proto__=Polluted` raises and uncaught error and crashes the application.   This is exploitable if attackers have control over the arguments being passed to `minimist`.    ## Recommendation  Upgrade to versions 0.2.1, 1.2.3 or later.",NPM,"","","","","","",HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:1.2.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?rc:1.2.8/minimist:^1.2.0,parse argument options,MIT,"","",pkg:npm/minimist@1.2.0,cpe:2.3:a:substack:minimist:1.2.0:*:*:*:*:*:*:*,CVE-2021-44906,CWE-1321,"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,12,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:1.2.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?rc:1.2.8/minimist:^1.2.0,parse argument options,MIT,"","",pkg:npm/minimist@1.2.0,cpe:2.3:a:substack:minimist:1.2.0:*:*:*:*:*:*:*,1091173,"","Minimist prior to 1.2.6 and 0.2.4 is vulnerable to Prototype Pollution via file `index.js`, function `setKey()` (lines 69-95).",NPM,"","","","","","",HIGHEST,12,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:1.2.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?rc:1.2.8/minimist:^1.2.0,parse argument options,MIT,"","",pkg:npm/minimist@1.2.0,cpe:2.3:a:substack:minimist:1.2.0:*:*:*:*:*:*:*,CVE-2020-7598,CWE-1321,"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",NVD,MEDIUM,6.8,/AV:N/AC:M/Au:N/C:P/I:P/A:P,MEDIUM,5.6,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,HIGHEST,12,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",minimist:1.2.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?rc:1.2.8/minimist:^1.2.0,parse argument options,MIT,"","",pkg:npm/minimist@1.2.0,cpe:2.3:a:substack:minimist:1.2.0:*:*:*:*:*:*:*,1090097,"","Affected versions of `minimist` are vulnerable to prototype pollution. Arguments are not properly sanitized, allowing an attacker to modify the prototype of `Object`, causing the addition or modification of an existing property that will exist on all objects.   Parsing the argument `--__proto__.y=Polluted` adds a `y` property with value `Polluted` to all objects. The argument `--__proto__=Polluted` raises and uncaught error and crashes the application.   This is exploitable if attackers have control over the arguments being passed to `minimist`.    ## Recommendation  Upgrade to versions 0.2.1, 1.2.3 or later.",NPM,"","","","","","",HIGHEST,12,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment-with-locales.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/min/moment-with-locales.min.js,"","",1b1c80b617bfcaf8c0766d41c4a3c680,6319f4a7d5f345583a730ab527704ff2491a9043,pkg:javascript/moment.js@2.24.0,"",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment-with-locales.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/min/moment-with-locales.min.js,"","",1b1c80b617bfcaf8c0766d41c4a3c680,6319f4a7d5f345583a730ab527704ff2491a9043,pkg:javascript/moment.js@2.24.0,"",CVE-2022-31129,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,3,"","","","","","","",""
