Component,License,CVE,Severity
com.liferay:com.liferay.portal.lpkg.deployer:2.1.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.messaging:4.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.mobile.device.recognition.api:1.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.monitoring:5.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.debug.declarative.service:1.0.5,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.debug.spring.extender:1.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.jasper.plugins.taglib:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.portlet.tracker:2.0.14,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.servlet.context.helper:2.1.17,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.servlet.jsp.compiler:2.0.29,"LGPL-2.1, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.wab.extender:2.0.29,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.wab.generator:2.1.46,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.osgi.web.wab.reference.support:1.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.output.stream.container:3.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.output.stream.container.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.pop.notifications:2.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.portlet.bridge.soy:3.1.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.profile.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.profile.impl:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.remote.axis.extender:1.0.12,"LGPL-2.1, LGPL-2.1+",CVE-2007-2353,5
com.liferay:com.liferay.portal.remote.axis.extender:1.0.12,"LGPL-2.1, LGPL-2.1+",CVE-2018-8032,6.1
com.liferay:com.liferay.portal.remote.axis.extender:1.0.12,"LGPL-2.1, LGPL-2.1+",CVE-2019-0227,7.5
com.liferay:com.liferay.portal.remote.cxf.common:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2017-12624,5.5
com.liferay:com.liferay.portal.remote.cxf.common:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2018-8039,8.1
com.liferay:com.liferay.portal.remote.cxf.common:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2019-12406,6.5
com.liferay:com.liferay.portal.remote.cxf.common:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2019-17573,6.1
com.liferay:com.liferay.portal.remote.cxf.common:3.0.9,"LGPL-2.1, LGPL-2.1+",CVE-2020-13954,6.1
com.liferay:com.liferay.portal.remote.cxf.jaxrs.common:3.1.3,"LGPL-2.1, No Sources",CVE-2017-12624,5.5
com.liferay:com.liferay.portal.remote.cxf.jaxrs.common:3.1.3,"LGPL-2.1, No Sources",CVE-2021-30468,7.5
com.liferay:com.liferay.portal.remote.cxf.jaxrs.common:3.1.3,"LGPL-2.1, No Sources",CVE-2022-40149,6.5
com.liferay:com.liferay.portal.remote.cxf.jaxrs.common:3.1.3,"LGPL-2.1, No Sources",CVE-2022-40150,6.5
com.liferay:com.liferay.portal.remote.http.tunnel.extender:2.0.12,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.remote.json.web.service.extender:2.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.remote.rest.extender:2.0.16,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.remote.soap.extender.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.remote.soap.extender.impl:1.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.reports.engine.api:3.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.rules.engine.api:2.0.6,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.rules.engine.wiring:2.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.scheduler:4.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.scheduler.quartz:3.0.4,"LGPL-2.1, LGPL-2.1+",CVE-2019-13990,9.8
com.liferay:com.liferay.portal.scheduler.single:2.0.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.scripting.api:1.1.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.scripting.executor:3.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.scripting.groovy:2.0.5,"LGPL-2.1, LGPL-2.1+",CVE-2016-6814,9.8
com.liferay:com.liferay.portal.scripting.groovy:2.0.5,"LGPL-2.1, LGPL-2.1+",CVE-2020-17521,5.5
com.liferay:com.liferay.portal.scripting.groovy:2.0.5,"LGPL-2.1, LGPL-2.1+",CVE-2020-28884,7.2
com.liferay:com.liferay.portal.search:4.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.search.api:1.1.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2017-12629,9.8
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2017-18640,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2018-10237,5.9
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2018-3831,8.8
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2019-16869,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2019-20444,9.1
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2019-20445,9.1
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2020-28491,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2021-43797,6.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2022-25857,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2022-38749,6.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2022-38750,5.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2022-38751,6.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",CVE-2022-38752,6.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0397,5.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0355,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2018-0705,5.3
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0029,7.5
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0103,5.3
com.liferay:com.liferay.portal.search.elasticsearch:2.1.29,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0926,6.2
com.liferay:com.liferay.portal.search.elasticsearch6.api:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2015-6644,3.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2015-7940,5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000338,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000339,5.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000341,5.9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000342,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000343,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000344,7.4
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000345,5.9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000346,3.7
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2016-1000352,7.4
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2017-12629,9.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2017-18640,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2017-5645,9.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2018-1000134,9.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2018-18928,9.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2018-3826,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2018-3831,8.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2019-16869,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2019-20444,9.1
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2019-20445,9.1
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2019-7614,5.9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2019-9518,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-0187,5.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-13956,5.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-26939,5.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-28491,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-7238,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-9488,3.7
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-21290,5.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-21295,5.9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-37136,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-37137,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-43797,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-44228,10
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-44832,6.6
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-45046,9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-45105,5.9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-25857,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-38749,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-38750,5.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-38751,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-38752,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2015-0270,4.8
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0359,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2018-0705,5.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0673,3.7
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0026,6.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0029,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0103,5.3
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2020-0770,5.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2020-1031,7.5
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2021-0789,8.4
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2021-4560,9
com.liferay:com.liferay.portal.search.elasticsearch6.impl:1.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2021-4916,5.3
com.liferay:com.liferay.portal.search.web:2.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.search.web.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",CVE-2012-5783,5.8
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",CVE-2017-14735,6.1
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",CVE-2021-35043,6.1
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",CVE-2022-24839,7.5
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",CVE-2022-28367,6.1
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",sonatype-2007-0004,7.5
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0701,6.1
com.liferay:com.liferay.portal.security.antisamy:2.0.19,"LGPL-2.1, LGPL-2.1+",sonatype-2018-0861,5.4
com.liferay:com.liferay.portal.security.audit.api:2.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.audit.wiring:2.0.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.auth.verifier:2.1.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.auto.login:2.1.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.exportimport.api:2.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.ldap:2.2.22,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.ldap.impl:2.0.27,"LGPL-2.1, BSD-3-Clause, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.service.access.policy.api:2.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.service.access.policy.service:2.1.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.service.access.policy.web:1.0.17,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.cas:4.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2009-3476,9.3
com.liferay:com.liferay.portal.security.sso.cas:4.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2014-4172,9.8
com.liferay:com.liferay.portal.security.sso.cas:4.0.2,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0602,8.8
com.liferay:com.liferay.portal.security.sso.cas.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.facebook.connect:4.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.facebook.connect.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.google:3.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-7692,9.1
com.liferay:com.liferay.portal.security.sso.google:3.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2021-22573,7.3
com.liferay:com.liferay.portal.security.sso.google:3.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0397,5.5
com.liferay:com.liferay.portal.security.sso.google:3.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0355,7.5
com.liferay:com.liferay.portal.security.sso.google.api:1.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.ntlm:4.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.ntlm.api:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2009-2625,5
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2011-1498,4.3
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2012-0881,7.5
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2012-6153,4.3
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2013-4002,7.1
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2014-3577,5.8
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2015-5262,4.3
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2020-13956,5.3
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-23437,6.5
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",CVE-2022-24839,7.5
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0348,5.9
com.liferay:com.liferay.portal.security.sso.openid:4.0.1,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0359,7.5
com.liferay:com.liferay.portal.security.sso.openid.api:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2009-2625,5
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2011-1498,4.3
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2012-0881,7.5
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2012-6153,4.3
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2013-4002,7.1
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2014-3577,5.8
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2015-5262,4.3
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2020-13956,5.3
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2022-23437,6.5
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",CVE-2022-24839,7.5
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0348,5.9
com.liferay:com.liferay.portal.security.sso.openid.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0359,7.5
com.liferay:com.liferay.portal.security.sso.opensso:4.0.1,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.opensso.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.opensso.impl:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.token.api:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.security.sso.token.impl:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.servlet.jsp.compiler:1.0.4,"LGPL-2.1, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.api:2.0.5,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.cas.web:1.0.10,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.facebook.connect.web:1.0.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.google.web:1.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.ldap.web:1.0.22,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.ntlm.web:1.0.9,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.openid.web:1.0.8,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.authentication.opensso.web:1.0.11,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.settings.lang:1.0.9,"LGPL-2.1, No Source License",,
com.liferay:com.liferay.portal.settings.web:1.2.5,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.spring.extender:2.1.7,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.startup.monitor:1.0.2,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.cmis:2.0.18,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.db:2.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.file.system:2.0.13,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.ignore.duplicates.wrapper:1.0.3,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.jcr:2.0.18,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2017-7525,9.8
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2020-13956,5.3
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2020-28491,7.5
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2020-36518,7.5
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2021-29043,5.9
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",CVE-2022-31159,6.5
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",sonatype-2012-0050,5.3
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0397,5.5
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",sonatype-2016-0593,6.3
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0355,7.5
com.liferay:com.liferay.portal.store.s3:2.0.20,"LGPL-2.1, LGPL-2.1+",sonatype-2017-0359,7.5
com.liferay:com.liferay.portal.store.safe.file.name.wrapper:1.0.4,"LGPL-2.1, LGPL-2.1+",,
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2017-18640,7.5
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2020-15250,5.5
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2022-25857,7.5
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2022-38749,6.5
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2022-38750,5.5
com.liferay:com.liferay.portal.target.platform.indexer:4.0.6,"LGPL-2.1, LGPL-2.1+",CVE-2022-38751,6.5
com.liferay:com.liferay.portal.template.freemarker:2.0.27,"LGPL-2.1, LGPL-2.1+",CVE-2020-13445,8.8
com.liferay:com.liferay.portal.template.freemarker:2.0.27,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0870,7.7
com.liferay:com.liferay.portal.template.freemarker:2.0.8,"LGPL-2.1, LGPL-2.1+",CVE-2020-13445,8.8
com.liferay:com.liferay.portal.template.freemarker:2.0.8,"LGPL-2.1, LGPL-2.1+",sonatype-2019-0870,7.7
