Summary,CVEs,Severity,Type,Provider,Component,Infected Version,Fix Version,Edited,Component Versions Id,CVSS v2,CVSS v3,Cwe,Id,Is Source Root,Source Comp Id,Component
A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.,CVE-2017-15010,High,security,JFrog,tough-cookie,< 2.3.3,2.3.3,2023-02-01T21:16:23-05:00,tough-cookie,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-400,XRAY-72482,FALSE,npm://tough-cookie:2.2.2,tough-cookie:2.2.2
A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.,CVE-2017-15010,High,security,JFrog,tough-cookie,< 2.3.3,2.3.3,2023-02-01T21:16:23-05:00,tough-cookie,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-400,XRAY-72482,FALSE,npm://tough-cookie:2.3.1,tough-cookie:2.3.1
"The is-my-json-valid package before 2.12.4 for Node.js has an incorrect exports['utc-millisec'] regular expression, which allows remote attackers to cause a denial of service (blocked event loop) via a crafted string.",CVE-2016-2537,High,security,JFrog,is-my-json-valid,"< 1.4.1,2.0.0 ≤ Version < 2.17.2","1.4.1,2.17.2",2023-02-01T21:16:23-05:00,is-my-json-valid,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,7.5/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-20,XRAY-72485,FALSE,npm://is-my-json-valid:2.15.0,is-my-json-valid:2.15.0
Lodash Package for Node.js lodash.js baseSet() Function Prototype Pollution DoS,,High,security,JFrog,lodash,4.0.0 ≤ Version < 4.17.16,4.17.16,2022-02-15T09:01:40-05:00,lodash,,,,XRAY-121295,FALSE,npm://lodash:4.13.1,lodash:4.13.1
"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",CVE-2022-24999,High,security,JFrog,qs,"< 6.2.4,6.10.0 ≤ Version < 6.10.3,6.3.0 ≤ Version < 6.3.3,6.4.0 ≤ Version < 6.4.1,6.5.0 ≤ Version < 6.5.3,6.6.0 ≤ Version < 6.6.1,6.7.0 ≤ Version < 6.7.3,6.8.0 ≤ Version < 6.8.3,6.9.0 ≤ Version < 6.9.7","6.10.3,6.2.4,6.3.3,6.4.1,6.5.3,6.6.1,6.7.3,6.8.3,6.9.7",2023-02-01T21:17:14-05:00,qs,,7.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CWE-1321,XRAY-262099,FALSE,npm://qs:6.2.1,qs:6.2.1
"Versions of the npm CLI prior to 6.14.6 are vulnerable to an information exposure vulnerability through log files. The CLI supports URLs like ""<protocol>://[<user>[:<password>]@]<hostname>[:<port>][:][/]<path>"". The password value is not redacted and is printed to stdout and also to any generated log files.",CVE-2020-15095,Medium,security,JFrog,npm,< 6.14.6,6.14.6,2023-02-01T21:17:14-05:00,npm,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:P/I:N/A:N,4.4/CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:N/A:N,CWE-532,XRAY-105289,FALSE,npm://npm:3.10.10,npm:3.10.10
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",CVE-2020-7598,Medium,security,JFrog,minimist,"< 0.2.1,1.0.0 ≤ Version < 1.2.3","0.2.1,1.2.3",2023-02-01T21:16:15-05:00,minimist,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,CWE-1321,XRAY-95385,FALSE,npm://minimist:1.2.0,minimist:1.2.0
react-native-meteor-oauth is a library for Oauth2 login to a Meteor server in React Native. The oauth Random Token is generated using a non-cryptographically strong RNG (Math.random()).,CVE-2017-16028,Medium,security,JFrog,randomatic,< 3.0.0,3.0.0,2023-02-01T21:15:22-05:00,randomatic,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:N,5.3/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,CWE-338,XRAY-72543,FALSE,npm://randomatic:1.1.5,randomatic:1.1.5
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",CVE-2020-7598,Medium,security,JFrog,minimist,"< 0.2.1,1.0.0 ≤ Version < 1.2.3","0.2.1,1.2.3",2023-02-01T21:16:15-05:00,minimist,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,CWE-1321,XRAY-95385,FALSE,npm://minimist:0.0.10,minimist:0.0.10
"The qs module before 1.0.0 in Node.js does not call the compact function for array data, which allows remote attackers to cause a denial of service (memory consumption) by using a large index value to create a sparse array.",CVE-2014-7191,Medium,security,JFrog,qs,< 1.0.0,1.0.0,2023-02-01T21:16:25-05:00,qs,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,,CWE-399,XRAY-73097,FALSE,npm://qs:0.6.6,qs:0.6.6
The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low severity issue.,CVE-2017-16137,Medium,security,JFrog,debug,"< 2.6.9,3.0.0 ≤ Version < 3.1.0","2.6.9,3.1.0",2023-02-01T21:15:22-05:00,debug,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-400,XRAY-72687,FALSE,npm://debug:2.2.0,debug:2.2.0
"yargs-parser could be tricked into adding or modifying properties of Object.prototype using a ""__proto__"" payload.",CVE-2020-7608,Medium,security,JFrog,yargs-parser,"< 5.0.1,14.0.0 ≤ Version < 15.0.1,16.0.0 ≤ Version < 18.1.1,6.0.0 ≤ Version < 13.1.2","13.1.2,15.0.1,18.1.1,5.0.1",2023-02-01T21:15:40-05:00,yargs-parser,4.6/CVSS:2.0/AV:L/AC:L/Au:N/C:P/I:P/A:P,5.3/CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,CWE-1321,XRAY-95625,FALSE,npm://yargs-parser:2.4.1,yargs-parser:2.4.1
helmet-csp Package for Node.js lib/transform-directives-for-browser.ts transformDirectivesForBrowser() Function Default Directive Handling Content Security Policy Bypass,,Medium,security,JFrog,helmet-csp,1.2.2 ≤ Version < 2.9.2,2.9.2,2022-02-15T09:01:20-05:00,helmet-csp,,,,XRAY-89144,FALSE,npm://helmet-csp:1.2.2,helmet-csp:1.2.2
"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",CVE-2020-28500,Medium,security,JFrog,lodash,< 4.17.21,4.17.21,2023-02-01T21:17:26-05:00,lodash,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NVD-CWE-Other,XRAY-140562,TRUE,npm://lodash:4.17.19,lodash:4.17.19
"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",CVE-2020-28500,Medium,security,JFrog,lodash,< 4.17.21,4.17.21,2023-02-01T21:17:26-05:00,lodash,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NVD-CWE-Other,XRAY-140562,FALSE,npm://lodash:4.17.15,lodash:4.17.15
"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",CVE-2020-28500,Medium,security,JFrog,lodash,< 4.17.21,4.17.21,2023-02-01T21:17:26-05:00,lodash,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NVD-CWE-Other,XRAY-140562,FALSE,npm://lodash:4.13.1,lodash:4.13.1
"Lodash versions prior to 4.17.21 are vulnerable to Regular Expression Denial of Service (ReDoS) via the toNumber, trim and trimEnd functions.",CVE-2020-28500,Medium,security,JFrog,lodash,< 4.17.21,4.17.21,2023-02-01T21:17:26-05:00,lodash,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NVD-CWE-Other,XRAY-140562,FALSE,npm://lodash:2.4.2,lodash:2.4.2
The package hosted-git-info before 3.0.8 are vulnerable to Regular Expression Denial of Service (ReDoS) via regular expression shortcutMatch in the fromUrl function in index.js. The affected regular expression exhibits polynomial worst-case time complexity.,CVE-2021-23362,Medium,security,JFrog,hosted-git-info,"< 2.8.9,3.0.0 ≤ Version < 3.0.8","2.8.9,3.0.8",2023-02-01T21:15:58-05:00,hosted-git-info,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NVD-CWE-Other,XRAY-158111,FALSE,npm://hosted-git-info:2.1.5,hosted-git-info:2.1.5
It was discovered that the is-my-json-valid JavaScript library used an inefficient regular expression to validate JSON fields defined to have email format. A specially crafted JSON file could cause it to consume an excessive amount of CPU time when validated.,CVE-2018-1107,Medium,security,JFrog,is-my-json-valid,"< 1.4.1,2.0.0 ≤ Version < 2.17.2","1.4.1,2.17.2",2023-02-01T21:15:58-05:00,is-my-json-valid,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-400,XRAY-160031,FALSE,npm://is-my-json-valid:2.15.0,is-my-json-valid:2.15.0
Versions of the npm CLI prior to 6.13.3 are vulnerable to an Arbitrary File Write. It is possible for packages to create symlinks to files outside of thenode_modules folder through the bin field upon installation. A properly constructed entry in the package.json bin field would allow a package publisher to create a symlink pointing to arbitrary files on a user's system when the package is installed. This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.,CVE-2019-16775,Medium,security,JFrog,npm,< 6.13.3,6.13.3,2023-02-01T21:16:45-05:00,npm,4.0/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:P/A:N,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-61,XRAY-92765,FALSE,npm://npm:3.10.10,npm:3.10.10
"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",CVE-2019-1010266,Medium,security,JFrog,lodash,< 4.17.11,4.17.11,2023-02-01T21:15:59-05:00,lodash,4.0/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:N/A:P,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-770,XRAY-85049,FALSE,npm://lodash:2.4.2,lodash:2.4.2
"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",CVE-2019-1010266,Medium,security,JFrog,lodash,< 4.17.11,4.17.11,2023-02-01T21:15:59-05:00,lodash,4.0/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:N/A:P,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,CWE-770,XRAY-85049,FALSE,npm://lodash:4.13.1,lodash:4.13.1
marked Package for Node.js lib/marked.js heading Regular Expression Handling CPU Consumption DoS,,Medium,security,JFrog,marked,0.1.7 ≤ Version < 0.4.0,0.4.0,2022-02-15T09:01:17-05:00,marked,,,,XRAY-84782,FALSE,npm://marked:0.3.9,marked:0.3.9
JavaScript Big Number (jsbn) index.js Multiple Functions Timing Side-channel Information Disclosure,,Medium,security,JFrog,jsbn,≤ 1.1.0,,2022-07-25T23:22:04-04:00,jsbn,,,,XRAY-228919,FALSE,npm://jsbn:0.1.1,jsbn:0.1.1
JavaScript Big Number (jsbn) index.js Multiple Functions Timing Side-channel Information Disclosure,,Medium,security,JFrog,jsbn,≤ 1.1.0,,2022-07-25T23:22:04-04:00,jsbn,,,,XRAY-228919,FALSE,npm://jsbn:0.1.0,jsbn:0.1.0
"adm-zip npm library before 0.4.9 is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a ../ (dot dot slash) in a Zip archive entry that is mishandled during extraction. This vulnerability is also known as 'Zip-Slip'.",CVE-2018-1002204,Medium,security,JFrog,adm-zip,< 0.4.11,0.4.11,2023-02-01T21:16:23-05:00,adm-zip,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:N/I:P/A:N,5.5/CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,CWE-22,XRAY-73112,FALSE,npm://adm-zip:0.4.4,adm-zip:0.4.4
Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,CVE-2019-2391,Medium,security,JFrog,bson,< 1.1.4,1.1.4,2023-02-01T21:16:15-05:00,bson,5.5/CVSS:2.0/AV:N/AC:L/Au:S/C:P/I:P/A:N,5.4/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CWE-502,XRAY-95979,FALSE,npm://bson:1.0.8,bson:1.0.8
JS-YAML Package for Node.js lib/loader.js readAlias() Function YAML Anchor Handling Arbitrary Code Execution,CVE-2021-22150,Medium,security,JFrog,js-yaml,3.0.0 ≤ Version < 3.14.1,3.14.1,2022-02-15T09:01:08-05:00,js-yaml,,,,XRAY-184388,FALSE,npm://js-yaml:3.6.1,js-yaml:3.6.1
Incorrect parsing of certain JSON input may result in js-bson not correctly serializing BSON. This may cause unexpected application behaviour including data disclosure. This issue affects: MongoDB Inc. js-bson library version 1.1.3 and prior to.,CVE-2019-2391,Medium,security,JFrog,bson,< 1.1.4,1.1.4,2023-02-01T21:16:15-05:00,bson,5.5/CVSS:2.0/AV:N/AC:L/Au:S/C:P/I:P/A:N,5.4/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,CWE-502,XRAY-95979,FALSE,npm://bson:1.0.9,bson:1.0.9
A vulnerability was found in Braces versions prior to 2.3.1. Affected versions of this package are vulnerable to Regular Expression Denial of Service (ReDoS) attacks.,CVE-2018-1109,Medium,security,JFrog,braces,< 2.3.1,2.3.1,2023-02-01T21:15:54-05:00,braces,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-400,XRAY-160030,FALSE,npm://braces:1.8.5,braces:1.8.5
"minimist before 1.2.2 could be tricked into adding or modifying properties of Object.prototype using a ""constructor"" or ""__proto__"" payload.",CVE-2020-7598,Medium,security,JFrog,minimist,"< 0.2.1,1.0.0 ≤ Version < 1.2.3","0.2.1,1.2.3",2023-02-01T21:16:15-05:00,minimist,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,CWE-1321,XRAY-95385,FALSE,npm://minimist:0.0.8,minimist:0.0.8
NodeJS Tough-Cookie version 2.2.2 contains a Regular Expression Parsing vulnerability in HTTP request Cookie Header parsing that can result in Denial of Service. This attack appear to be exploitable via Custom HTTP header passed by client. This vulnerability appears to have been fixed in 2.3.0.,CVE-2016-1000232,Medium,security,JFrog,tough-cookie,< 2.3.0,2.3.0,2023-02-01T21:15:27-05:00,tough-cookie,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:N/A:P,5.3/CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,CWE-20,XRAY-73084,FALSE,npm://tough-cookie:2.2.2,tough-cookie:2.2.2
"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",CVE-2018-3721,Medium,security,JFrog,lodash,< 4.17.5,4.17.5,2023-02-01T21:16:23-05:00,lodash,4.0/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:P/A:N,6.5/CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,NVD-CWE-noinfo,XRAY-72918,FALSE,npm://lodash:2.4.2,lodash:2.4.2
"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",CVE-2018-3721,Medium,security,JFrog,lodash,< 4.17.5,4.17.5,2023-02-01T21:16:23-05:00,lodash,4.0/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:P/A:N,6.5/CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,NVD-CWE-noinfo,XRAY-72918,FALSE,npm://lodash:4.13.1,lodash:4.13.1
"Versions of the npm CLI prior to 6.13.4 are vulnerable to an Arbitrary File Overwrite. It fails to prevent existing globally-installed binaries to be overwritten by other package installations. For example, if a package was installed globally and created a serve binary, any subsequent installs of packages that also create a serve binary would overwrite the previous serve binary. This behavior is still allowed in local installations and also through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.",CVE-2019-16777,Medium,security,JFrog,npm,< 6.13.4,6.13.4,2023-02-01T21:16:45-05:00,npm,5.5/CVSS:2.0/AV:N/AC:L/Au:S/C:N/I:P/A:P,6.5/CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,CWE-269,XRAY-92763,FALSE,npm://npm:3.10.10,npm:3.10.10
nodejs ejs version older than 2.5.5 is vulnerable to a Cross-site-scripting in the ejs.renderFile() resulting in code injection,CVE-2017-1000188,Medium,security,JFrog,ejs,< 2.5.5,2.5.5,2023-02-01T21:15:22-05:00,ejs,4.3/CVSS:2.0/AV:N/AC:M/Au:N/C:N/I:P/A:N,6.1/CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,CWE-79,XRAY-73291,FALSE,npm://ejs:0.4.3,ejs:0.4.3
"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",CVE-2018-16487,Medium,security,JFrog,lodash,< 4.17.11,4.17.11,2023-02-01T21:16:36-05:00,lodash,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,NVD-CWE-noinfo,XRAY-75300,FALSE,npm://lodash:2.4.2,lodash:2.4.2
"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",CVE-2018-16487,Medium,security,JFrog,lodash,< 4.17.11,4.17.11,2023-02-01T21:16:36-05:00,lodash,6.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:P/A:P,5.6/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:L,NVD-CWE-noinfo,XRAY-75300,FALSE,npm://lodash:4.13.1,lodash:4.13.1
"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1, <2.2.1, and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",CVE-2020-8244,Medium,security,JFrog,bl,"< 1.2.3,2.0.0 ≤ Version < 2.2.1,3.0.0 ≤ Version < 3.0.1,4.0.0 ≤ Version < 4.0.3","1.2.3,2.2.1,3.0.1,4.0.3",2023-02-01T21:16:15-05:00,bl,6.4/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:P,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,CWE-125,XRAY-122434,FALSE,npm://bl:1.1.2,bl:1.1.2
"A buffer over-read vulnerability exists in bl <4.0.3, <3.0.1, <2.2.1, and <1.2.3 which could allow an attacker to supply user input (even typed) that if it ends up in consume() argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular .slice() calls.",CVE-2020-8244,Medium,security,JFrog,bl,"< 1.2.3,2.0.0 ≤ Version < 2.2.1,3.0.0 ≤ Version < 3.0.1,4.0.0 ≤ Version < 4.0.3","1.2.3,2.2.1,3.0.1,4.0.3",2023-02-01T21:16:15-05:00,bl,6.4/CVSS:2.0/AV:N/AC:L/Au:N/C:P/I:N/A:P,6.5/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,CWE-125,XRAY-122434,FALSE,npm://bl:1.0.3,bl:1.0.3
utile Package for Node.js lib/base64.js base64.encode() Function Buffer Allocation Handling Memory Consumption DoS,,Medium,security,JFrog,utile,0.0.8 ≤ Version ≤ 0.3.0,,2020-04-08T07:57:02-04:00,utile,,,,XRAY-78627,FALSE,npm://utile:0.2.1,utile:0.2.1
utile Package for Node.js lib/base64.js base64.encode() Function Buffer Allocation Handling Memory Consumption DoS,,Medium,security,JFrog,utile,0.0.8 ≤ Version ≤ 0.3.0,,2020-04-08T07:57:02-04:00,utile,,,,XRAY-78627,FALSE,npm://utile:0.3.0,utile:0.3.0
is-my-json-valid Package for Node.js formats.js JSON Field style Format Improper Regular Expression DoS,,Medium,security,JFrog,is-my-json-valid,1.3.4 ≤ Version < 2.20.4,2.20.4,2022-02-15T09:01:32-05:00,is-my-json-valid,,,,XRAY-115985,FALSE,npm://is-my-json-valid:2.15.0,is-my-json-valid:2.15.0
"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",CVE-2017-16026,Medium,security,JFrog,request,2.2.6 ≤ Version < 2.68.0,2.68.0 ≤ Version ≤ 2.68.0,2023-02-01T21:15:22-05:00,request,7.1/CVSS:2.0/AV:N/AC:M/Au:N/C:C/I:N/A:N,5.9/CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-20,XRAY-72544,FALSE,npm://request:2.67.0,request:2.67.0
Versions less than 0.0.6 of the Node.js stringstream module are vulnerable to an out-of-bounds read because of allocation of uninitialized buffers when a number is passed in the input stream (when using Node.js 4.x).,CVE-2018-21270,Medium,security,JFrog,stringstream,< 0.0.6,0.0.6,2023-02-01T21:17:28-05:00,stringstream,5.8/CVSS:2.0/AV:N/AC:M/Au:N/C:P/I:N/A:P,6.5/CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:H,CWE-125,XRAY-129606,FALSE,npm://stringstream:0.0.5,stringstream:0.0.5
JS-YAML lib/js-yaml/loader.js storeMappingPair() Function Nested Array Handling Resource Consumption DoS Weakness,,Medium,security,JFrog,js-yaml,< 3.13.0,3.13.0,2022-02-15T09:01:13-05:00,js-yaml,,,,XRAY-79036,FALSE,npm://js-yaml:3.6.1,js-yaml:3.6.1
Platform.js HTTP User-Agent Header Parsing Regular Expression Handling Remote DoS,,Medium,security,JFrog,platform,0.4.0 ≤ Version ≤ 1.3.5,,2020-04-08T07:57:02-04:00,platform,,,,XRAY-78635,FALSE,npm://platform:1.3.1,platform:1.3.1
The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,CVE-2022-33987,Medium,security,JFrog,got,"< 11.8.5,12.0.0 ≤ Version < 12.1.0","11.8.5,12.1.0",2023-02-01T21:15:34-05:00,got,5.0/CVSS:2.0/AV:N/AC:L/Au:N/C:N/I:P/A:N,5.3/CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,NVD-CWE-noinfo,XRAY-229041,FALSE,npm://got:6.7.1,got:6.7.1
Cypress packages/server/lib/gui/windows.ts webPreferences Missing Context Isolation Test Handling Stored XSS,,Medium,security,JFrog,cypress,< 7.2.0,7.2.0,2022-02-15T09:01:07-05:00,cypress,,,,XRAY-175097,FALSE,npm://cypress:3.8.3,cypress:3.8.3
"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",CVE-2017-16026,Medium,security,JFrog,request,2.2.6 ≤ Version < 2.68.0,2.68.0 ≤ Version ≤ 2.68.0,2023-02-01T21:15:22-05:00,request,7.1/CVSS:2.0/AV:N/AC:M/Au:N/C:C/I:N/A:N,5.9/CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,CWE-20,XRAY-72544,FALSE,npm://request:2.36.0,request:2.36.0
A TOCTOU issue in the chownr package before 1.1.0 for Node.js 10.10 could allow a local attacker to trick it into descending into unintended directories via symlink attacks.,CVE-2017-18869,Low,security,JFrog,chownr,< 1.1.0,1.1.0,2023-02-01T21:16:58-05:00,chownr,1.9/CVSS:2.0/AV:L/AC:M/Au:N/C:N/I:P/A:N,2.5/CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,CWE-367,XRAY-125524,FALSE,npm://chownr:1.0.1,chownr:1.0.1
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,,Unknown,security,JFrog,commander,"< 2.20.1,3.0.0-0 ≤ Version < 3.0.2",3.0.2,2022-03-03T11:19:45-05:00,commander,,,,XRAY-199126,FALSE,npm://commander:2.3.0,commander:2.3.0
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,,Unknown,security,JFrog,commander,"< 2.20.1,3.0.0-0 ≤ Version < 3.0.2",3.0.2,2022-03-03T11:19:45-05:00,commander,,,,XRAY-199126,FALSE,npm://commander:2.9.0,commander:2.9.0
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,,Unknown,security,JFrog,commander,"< 2.20.1,3.0.0-0 ≤ Version < 3.0.2",3.0.2,2022-03-03T11:19:45-05:00,commander,,,,XRAY-199126,FALSE,npm://commander:2.15.1,commander:2.15.1
