CVEs,Components,Source File,Organization,Product,Project,Severity,CVSS,CVSS Type,Status,Library Type,Creation Date,Modified Date,Top Fix,Changed Status - Comment,Changed Status  - User
CVE-2022-1796,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4979
Message: Upgrade to version
Details: https://huntr.dev/bounties/f6739b58-49f9-4056-a843-bf76bbc1253e/",,
CVE-2022-1898,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5024
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-1898",,
CVE-2010-4756,guix-glibc-stripped-2.31-i586-pc-gnu,glob.h,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,4.3,CVSS_3,Active,Source Library,2023-03-07 00:52:58.0,2023-03-07 00:52:58.0,"Upgrade to version cross-localedef-native - 2.33,2.31+gitAUTOINC+1094741224_cd9f958c4c,2.31;glibc-initial - 2.25;glibc - 2.33;glibc-testsuite - 2.31
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2010-4756",,
CVE-2020-14343,PyYAML-5.3.1.tar.gz,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),CRITICAL,9.8,CVSS_3,Active,Python,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version PyYAML - 5.4
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-14343",,
CVE-2022-0338,loguru-0.5.3-py3-none-any.whl,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,4.3,CVSS_3,Active,Python,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version loguru - 0.6.0
Message: Upgrade to version
Details: https://osv.dev/vulnerability/PYSEC-2022-14",,
CVE-2022-0443,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4281
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0443",,
CVE-2020-10735,cpython-v3.8.13,pycore_initconfig.h,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Source Library,2023-03-07 00:52:58.0,2023-03-07 00:52:58.0,,,
CVE-2020-11022,jquery-3.4.1.min.js,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.1,CVSS_3,Active,JavaScript,2023-03-07 00:52:58.0,2023-03-07 00:52:58.0,"Upgrade to version jQuery - 3.5.0
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-11022",,
CVE-2022-1968,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.5050
Message: Upgrade to version
Details: https://huntr.dev/bounties/949090e5-f4ea-4edf-bd79-cd98f0498a5b/",,
CVE-2021-4192,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version vim-common - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim - 8.0.1763-16;vim-enhanced - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-filesystem - 8.0.1763-16;vim-X11 - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-minimal - 8.0.1763-16,8.0.1763-16,8.0.1763-16
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-4192",,
CVE-2007-4476,cpio_2.13+dfsg-2ubuntu0.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.3,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version tar - 1.15.1-23.0.1,1.15.1-23.0.1,1.15.1-23.0.1,1.15.1-23.0.1;cpio - 2.6-23,2.6-23,2.6-23,2.6-23
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2007-4476",,
CVE-2018-5709,libgssapi-krb5-2_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version 1.17
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-5709",,
CVE-2019-6293,libfl2_2.6.4-6.2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version no_fix
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2019-6293",,
CVE-2022-1720,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
CVE-2021-4193,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version vim-common - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim - 8.0.1763-16;vim-enhanced - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-filesystem - 8.0.1763-16;vim-X11 - 8.0.1763-16,8.0.1763-16,8.0.1763-16;vim-minimal - 8.0.1763-16,8.0.1763-16,8.0.1763-16
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-4193",,
CVE-2022-0213,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.6,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4074
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0213",,
CVE-2021-39537,libncurses6_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,8.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version ncurses - 6.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-39537",,
CVE-2022-0443,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4281
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0443",,
CVE-2018-20657,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version gdb-debugsource - 8.2-6;gdb-gdbserver - 8.2-6,8.2-6,8.2-6,8.2-6;gdb-debuginfo - 8.2-6;gdb-headless - 8.2-6,8.2-6,8.2-6,8.2-6;gdb - 8.2-6,8.2-6,8.2-6,8.2-6,8.2-6;gdb-doc - 8.2-6
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-20657",,
CVE-2021-36222,krb5-user_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-devel - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5 - 1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-36222",,
CVE-2018-20657,libbinutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version gdb-debugsource - 8.2-6;gdb-gdbserver - 8.2-6,8.2-6,8.2-6,8.2-6;gdb-debuginfo - 8.2-6;gdb-headless - 8.2-6,8.2-6,8.2-6,8.2-6;gdb - 8.2-6,8.2-6,8.2-6,8.2-6,8.2-6;gdb-doc - 8.2-6
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-20657",,
CVE-2022-0714,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4436
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0714",,
CVE-2018-9138,binutils_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version binutils - 2.32.51.20190707-1,2.32.51.20190707-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2018-9138",,
CVE-2022-0408,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4247
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0408",,
CVE-2022-1735,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4969
Message: Upgrade to version
Details: https://huntr.dev/bounties/c9f85608-ff11-48e4-933d-53d1759d44d9/",,
CVE-2022-0685,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4418
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0685",,
CVE-2022-1785,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4977
Message: Upgrade to version
Details: https://huntr.dev/bounties/8c969cba-eef2-4943-b44a-4e3089599109/",,
CVE-2019-1010204,binutils-x86-64-linux-gnu_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version binutils - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debugsource - 2.30-73,2.30-73;binutils-devel - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debuginfo - 2.30-73,2.30-73
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2019-1010204",,
CVE-2021-46195,libctf0_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,,,
CVE-2021-4044,openssl_1.1.1f-1ubuntu2.16_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version openssl-src - 300.0.4+3.0.1
Message: Upgrade to version
Details: https://github.com/advisories/GHSA-mmjf-f5jw-w72q",,
CVE-2022-40897,setuptools-50.3.2-py3-none-any.whl,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.9,CVSS_3,Active,Python,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version setuptools - 65.5.1
Message: Upgrade to version
Details: https://pyup.io/posts/pyup-discovers-redos-vulnerabilities-in-top-python-packages/",,
CVE-2021-45078,binutils-x86-64-linux-gnu_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version binutils - 2.37.50.20220106-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-45078",,
CVE-2022-0261,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.4120
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0261",,
CVE-2020-13844,gcc-9_9.4.0-1ubuntu1~20.04.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,,,
CVE-2021-4166,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.1,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.3884
Message: Upgrade to version
Details: https://huntr.dev/bounties/229df5dd-5507-44e9-832c-c70364bdf035/",,
CVE-2022-1785,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4977
Message: Upgrade to version
Details: https://huntr.dev/bounties/8c969cba-eef2-4943-b44a-4e3089599109/",,
CVE-2022-0368,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4217
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0368",,
CVE-2021-45078,libctf0_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version binutils - 2.37.50.20220106-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-45078",,
CVE-2022-0261,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4120
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0261",,
CVE-2022-0318,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),CRITICAL,9.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4151
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0318",,
CVE-2022-29458,libncursesw6_6.2-0ubuntu2_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.1,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version libncurses-dev - 6.3+20220423-1;lib32ncurses-dev - 6.3+20220423-1;libtinfo6-udeb - 6.3+20220423-1;lib32ncurses5-dev - 6.3+20220423-1;lib32ncurses5 - 6.3+20220423-1;lib32ncurses6 - 6.3+20220423-1;lib64ncurses5-dev - 6.3+20220423-1;libncursesw5 - 6.3+20220423-1;libncursesw6 - 6.3+20220423-1;libncurses5-dbg - 6.3+20220423-1;libncurses5-dev - 6.3+20220423-1;libncurses6-dbg - 6.3+20220423-1;lib32tinfo-dev - 6.3+20220423-1;lib64ncurses5 - 6.3+20220423-1;lib64ncurses6 - 6.3+20220423-1;lib64ncursesw6 - 6.3+20220423-1;lib32tinfo5 - 6.3+20220423-1;lib32tinfo6 - 6.3+20220423-1;ncurses-bin - 6.3+20220423-1;ncurses-doc - 6.3+20220423-1;lib32ncursesw5-dev - 6.3+20220423-1;lib64ncurses-dev - 6.3+20220423-1;libtinfo5-dbg - 6.3+20220423-1;libtinfo6-dbg - 6.3+20220423-1;libncursesw5-dbg - 6.3+20220423-1;libncursesw5-dev - 6.3+20220423-1;libncursesw6-dbg - 6.3+20220423-1;libncursesw6-udeb - 6.3+20220423-1;libtinfo5 - 6.3+20220423-1;libtinfo6 - 6.3+20220423-1;lib64tinfo5 - 6.3+20220423-1;lib64tinfo6 - 6.3+20220423-1;libtinfo5-udeb - 6.3+20220423-1;libtinfo-dev - 6.3+20220423-1;ncurses-base - 6.3+20220423-1;ncurses-term - 6.3+20220423-1;libncurses5 - 6.3+20220423-1;libncurses6 - 6.3+20220423-1;lib32ncursesw5 - 6.3+20220423-1;lib32ncursesw6 - 6.3+20220423-1;ncurses-examples - 6.3+20220423-1
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2022-29458",,
CVE-2021-33503,python3-urllib3_1.25.8-2ubuntu0.1_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version urllib3 - 1.26.5
Message: Upgrade to version
Details: https://github.com/urllib3/urllib3/security/advisories/GHSA-q2q7-5pp4-w6pg",,
CVE-2022-0413,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4253
Message: Upgrade to version
Details: https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-0413",,
CVE-2022-1968,vim-runtime_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:54.0,2023-03-07 00:52:54.0,"Upgrade to version v8.2.5050
Message: Upgrade to version
Details: https://huntr.dev/bounties/949090e5-f4ea-4edf-bd79-cd98f0498a5b/",,
CVE-2021-4166,vim-common_8.1.2269-1ubuntu5.9_all.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.1,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.3884
Message: Upgrade to version
Details: https://huntr.dev/bounties/229df5dd-5507-44e9-832c-c70364bdf035/",,
CVE-2021-37750,libkadm5srv-mit11_1.17-6ubuntu4.1_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,6.5,CVSS_3,Active,Debian,2023-03-07 00:52:53.0,2023-03-07 00:52:53.0,"Upgrade to version libkadm5-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-pkinit-debuginfo - 1.18.2-8.3,1.18.2-8.3;libkadm5 - 1.15.1-51,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3;krb5-pkinit - 1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-debuginfo - 1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3;krb5-server - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51;krb5-server-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-devel-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-server-ldap - 1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.18.2-8.3;krb5-libs-debuginfo - 1.18.2-8.3,1.18.2-8.3;krb5-workstation - 1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51;krb5-devel - 1.18.2-8.3,1.15.1-51,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3,1.18.2-8.3,1.15.1-51,1.15.1-51,1.18.2-8.3;krb5 - 1.15.1-51,1.18.2-8.3;krb5-debugsource - 1.18.2-8.3,1.18.2-8.3
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2021-37750",,
CVE-2022-40897,setuptools-60.2.0-py3-none-any.whl,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.9,CVSS_3,Active,Python,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,"Upgrade to version setuptools - 65.5.1
Message: Upgrade to version
Details: https://pyup.io/posts/pyup-discovers-redos-vulnerabilities-in-top-python-packages/",,
CVE-2016-20013,libc6_2.31-0ubuntu9.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,,,
CVE-2022-0554,vim_8.1.2269-1ubuntu5.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.8,CVSS_3,Active,Debian,2023-03-07 00:52:56.0,2023-03-07 00:52:56.0,"Upgrade to version v8.2.4327
Message: Upgrade to version
Details: https://huntr.dev/bounties/7e8f6cd0-b5ee-48a2-8255-6a86f4c46c71/",,
CVE-2016-20013,libc6-dev_2.31-0ubuntu9.9_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),HIGH,7.5,CVSS_3,Active,Debian,2023-03-07 00:52:55.0,2023-03-07 00:52:55.0,,,
CVE-2019-1010204,binutils-common_2.34-6ubuntu1.3_amd64.deb,,TuSimple.ai,zeyuan-scans,registry.tusimple.ai/base 20.04 (826aaa9e5c07),MEDIUM,5.5,CVSS_3,Active,Debian,2023-03-07 00:52:57.0,2023-03-07 00:52:57.0,"Upgrade to version binutils - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debugsource - 2.30-73,2.30-73;binutils-devel - 2.30-73,2.30-73,2.30-73,2.30-73,2.30-73;binutils-debuginfo - 2.30-73,2.30-73
Message: Upgrade to version
Details: https://nvd.nist.gov/vuln/detail/CVE-2019-1010204",,
