Component,,,CVE
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2018-4608 ,CVE-2018-14720,CVE-2018-14720
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2018-4597 ,CVE-2018-14719,CVE-2018-14719
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-1550 ,CVE-2019-12086,CVE-2019-12086
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-1881 ,CVE-2019-12384,CVE-2019-12384
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-1837 ,CVE-2019-12814,CVE-2019-12814
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-2355 ,CVE-2019-14379,CVE-2019-14379
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-2369 ,CVE-2019-14439,CVE-2019-14439
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-2980 ,CVE-2019-14540,CVE-2019-14540
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-2978 ,CVE-2019-16335,CVE-2019-16335
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-3135 ,CVE-2019-16943,CVE-2019-16943
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-3136 ,CVE-2019-16942,CVE-2019-16942
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-3151 ,CVE-2019-17267,CVE-2019-17267
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-3215 ,CVE-2019-17531,CVE-2019-17531
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-4111 ,CVE-2019-20330,CVE-2019-20330
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-4213 ,CVE-2019-14892,CVE-2019-14892
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-4214 ,CVE-2019-14893,CVE-2019-14893
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0252 ,CVE-2020-8840,CVE-2020-8840
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0354 ,CVE-2020-9548,CVE-2020-9548
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0361 ,CVE-2020-9547,CVE-2020-9547
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0363 ,CVE-2020-9546,CVE-2020-9546
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0487 ,CVE-2020-10673,CVE-2020-10673
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0486 ,CVE-2020-10672,CVE-2020-10672
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0553 ,CVE-2020-10969,CVE-2020-10969
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2019-4338 ,CVE-2020-10968,CVE-2020-10968
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0582 ,CVE-2020-11111,CVE-2020-11111
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0583 ,CVE-2020-11112,CVE-2020-11112
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0584 ,CVE-2020-11113,CVE-2020-11113
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0689 ,CVE-2020-11619,CVE-2020-11619
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-0690 ,CVE-2020-11620,CVE-2020-11620
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-1417 ,CVE-2020-14061,CVE-2020-14061
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-1416 ,CVE-2020-14062,CVE-2020-14062
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-1415 ,CVE-2020-14060,CVE-2020-14060
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-1428 ,CVE-2020-14195,CVE-2020-14195
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-2193 ,CVE-2020-24616,CVE-2020-24616
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-2643 ,CVE-2020-24750,CVE-2020-24750
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-2965 ,CVE-2020-25649,CVE-2020-25649
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-3826 ,CVE-2020-35491,CVE-2020-35491
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-3827 ,CVE-2020-35490,CVE-2020-35490
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-3902 ,CVE-2020-35728,CVE-2020-35728
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2021-0012 ,CVE-2020-36179,CVE-2020-36179
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4020 ,CVE-2020-36184,CVE-2020-36184
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4022 ,CVE-2020-36185,CVE-2020-36185
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2021-0014 ,CVE-2020-36181,CVE-2020-36181
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2021-0015 ,CVE-2020-36180,CVE-2020-36180
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4023 ,CVE-2020-36186,CVE-2020-36186
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4024 ,CVE-2020-36187,CVE-2020-36187
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4021 ,CVE-2020-36188,CVE-2020-36188
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4026 ,CVE-2020-36189,CVE-2020-36189
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2021-0013 ,CVE-2020-36183,CVE-2020-36183
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2021-0016 ,CVE-2020-36182,CVE-2020-36182
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4090 ,CVE-2021-20190,CVE-2021-20190
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4752 ,CVE-2020-36518,CVE-2020-36518
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2022-2765 ,CVE-2022-42003,CVE-2022-42003
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2022-2768 ,CVE-2022-42004,CVE-2022-42004
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2020-4813 ,CVE-2020-10650,CVE-2020-10650
com.fasterxml.jackson.core:jackson-databind:2.9.6,BDSA-2023-1491 ,CVE-2023-35116,CVE-2023-35116
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2019-3135 ,CVE-2019-16943,CVE-2019-16943
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2019-3136 ,CVE-2019-16942,CVE-2019-16942
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2019-3215 ,CVE-2019-17531,CVE-2019-17531
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2019-4111 ,CVE-2019-20330,CVE-2019-20330
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0252 ,CVE-2020-8840,CVE-2020-8840
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0354 ,CVE-2020-9548,CVE-2020-9548
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0361 ,CVE-2020-9547,CVE-2020-9547
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0363 ,CVE-2020-9546,CVE-2020-9546
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0487 ,CVE-2020-10673,CVE-2020-10673
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0486 ,CVE-2020-10672,CVE-2020-10672
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0553 ,CVE-2020-10969,CVE-2020-10969
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2019-4338 ,CVE-2020-10968,CVE-2020-10968
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0582 ,CVE-2020-11111,CVE-2020-11111
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0583 ,CVE-2020-11112,CVE-2020-11112
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0584 ,CVE-2020-11113,CVE-2020-11113
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0689 ,CVE-2020-11619,CVE-2020-11619
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-0690 ,CVE-2020-11620,CVE-2020-11620
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-1417 ,CVE-2020-14061,CVE-2020-14061
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-1416 ,CVE-2020-14062,CVE-2020-14062
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-1415 ,CVE-2020-14060,CVE-2020-14060
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-1428 ,CVE-2020-14195,CVE-2020-14195
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-2193 ,CVE-2020-24616,CVE-2020-24616
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-2643 ,CVE-2020-24750,CVE-2020-24750
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-2965 ,CVE-2020-25649,CVE-2020-25649
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-3826 ,CVE-2020-35491,CVE-2020-35491
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-3827 ,CVE-2020-35490,CVE-2020-35490
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-3902 ,CVE-2020-35728,CVE-2020-35728
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2021-0012 ,CVE-2020-36179,CVE-2020-36179
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4020 ,CVE-2020-36184,CVE-2020-36184
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4022 ,CVE-2020-36185,CVE-2020-36185
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2021-0014 ,CVE-2020-36181,CVE-2020-36181
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2021-0015 ,CVE-2020-36180,CVE-2020-36180
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4023 ,CVE-2020-36186,CVE-2020-36186
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4024 ,CVE-2020-36187,CVE-2020-36187
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4021 ,CVE-2020-36188,CVE-2020-36188
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4026 ,CVE-2020-36189,CVE-2020-36189
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2021-0013 ,CVE-2020-36183,CVE-2020-36183
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2021-0016 ,CVE-2020-36182,CVE-2020-36182
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4090 ,CVE-2021-20190,CVE-2021-20190
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4752 ,CVE-2020-36518,CVE-2020-36518
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2022-2765 ,CVE-2022-42003,CVE-2022-42003
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2022-2768 ,CVE-2022-42004,CVE-2022-42004
com.fasterxml.jackson.core:jackson-databind:2.9.10,BDSA-2020-4813 ,CVE-2020-10650,CVE-2020-10650
com.fasterxml.jackson.core:jackson-databind:2.15.2,BDSA-2023-1491 ,CVE-2023-35116,CVE-2023-35116
javamail:javamail:1.3.2,CVE-2005-1105,,CVE-2005-1105
javamail:javamail:1.3.2,CVE-2005-1754,,CVE-2005-1754
Newtonsoft.Json:6.0.5,BDSA-2018-5195,,BDSA-2018-5195
Newtonsoft.Json:6.0.6,BDSA-2018-5195,,BDSA-2018-5195
Newtonsoft.Json:9.0.1,BDSA-2018-5195,,BDSA-2018-5195
Newtonsoft.Json:11.0.2,BDSA-2018-5195,,BDSA-2018-5195
org.jasypt:jasypt:1.6,CVE-2014-9970,,CVE-2014-9970
org.jasypt:jasypt:1.8,CVE-2014-9970,,CVE-2014-9970
jdom:jdom:1.0,BDSA-2021-1828 ,CVE-2021-33813,CVE-2021-33813
com.sun.jersey:jersey-core:1.17,BDSA-2015-0789,,BDSA-2015-0789
org.codehaus.jettison:jettison:1.3.8,BDSA-2022-3277 ,CVE-2022-40149,CVE-2022-40149
org.codehaus.jettison:jettison:1.3.8,BDSA-2022-3278 ,CVE-2022-40150,CVE-2022-40150
org.codehaus.jettison:jettison:1.3.8,BDSA-2022-3714 ,CVE-2022-45685,CVE-2022-45685
org.codehaus.jettison:jettison:1.3.8,BDSA-2022-3715 ,CVE-2022-45693,CVE-2022-45693
org.codehaus.jettison:jettison:1.3.8,BDSA-2023-0994 ,CVE-2023-1436,CVE-2023-1436
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty.aggregate:jetty-all:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty.spdy:spdy-core:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-annotations:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-client:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-continuation:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-deploy:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-http:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-io:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-jaspi:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
