Summary,Severity,Type,Watch-Name,Violated Resources,Component,Created,policy
"The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be outside of the extraction target directory is not extracted. This is, in part, accomplished by sanitizing absolute paths of entries within the archive, skipping archive entries that contain `..` path portions, and resolving the sanitized paths against the extraction target directory. This logic was insufficient on Windows systems when extracting tar files that contained a path that was not an absolute path, but specified a drive letter different from the extraction target, such as `C:some\path`. If the drive letter does not match the extraction target, for example `D:\extraction\dir`, then the result of `path.resolve(extractionDirectory, entryPath)` would resolve against the current working directory on the `C:` drive, rather than the extraction target directory. Additionally, a `..` portion of the path could occur immediately after the drive letter, such as `C:../foo`, and was not properly sanitized by the logic that checked for `..` within the normalized and split portions of the path. This only affects users of `node-tar` on Windows systems. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. There is no reasonable way to work around this issue without performing the same path normalization procedures that node-tar now does. Users are encouraged to upgrade to the latest patched versions of node-tar, rather than attempt to sanitize paths themselves.",High,security,my-project-watch,all-repos,npm://tar:2.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
"The npm package ""tar"" (aka node-tar) before versions 4.4.18, 5.0.10, and 6.1.9 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with names containing unicode values that normalized to the same value. Additionally, on Windows systems, long path portions would resolve to the same file system entities as their 8.3 ""short path"" counterparts. A specially crafted tar archive could thus include a directory with one form of the path, followed by a symbolic link with a different string that resolves to the same file system entity, followed by a file using the first form. By first creating a directory, and then replacing that directory with a symlink that had a different apparent name that resolved to the same entry in the filesystem, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. These issues were addressed in releases 4.4.18, 5.0.10 and 6.1.9. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. If this is not possible, a workaround is available in the referenced GHSA-qq89-hq3f-393p.",High,security,my-project-watch,all-repos,npm://tar:2.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
"The npm package ""tar"" (aka node-tar) before versions 4.4.16, 5.0.8, and 6.1.7 has an arbitrary file creation/overwrite and arbitrary code execution vulnerability. node-tar aims to guarantee that any file whose location would be modified by a symbolic link is not extracted. This is, in part, achieved by ensuring that extracted directories are not symlinks. Additionally, in order to prevent unnecessary stat calls to determine whether a given path is a directory, paths are cached when directories are created. This logic was insufficient when extracting tar files that contained both a directory and a symlink with the same name as the directory, where the symlink and directory names in the archive entry used backslashes as a path separator on posix systems. The cache checking logic used both `\` and `/` characters as path separators, however `\` is a valid filename character on posix systems. By first creating a directory, and then replacing that directory with a symlink, it was thus possible to bypass node-tar symlink checks on directories, essentially allowing an untrusted tar file to symlink into an arbitrary location and subsequently extracting arbitrary files into that location, thus allowing arbitrary file creation and overwrite. Additionally, a similar confusion could arise on case-insensitive filesystems. If a tar archive contained a directory at `FOO`, followed by a symbolic link named `foo`, then on case-insensitive file systems, the creation of the symbolic link would remove the directory from the filesystem, but _not_ from the internal directory cache, as it would not be treated as a cache hit. A subsequent file entry within the `FOO` directory would then be placed in the target of the symbolic link, thinking that the directory had already been created. These issues were addressed in releases 4.4.16, 5.0.8 and 6.1.7. The v3 branch of node-tar has been deprecated and did not receive patches for these issues. If you are still using a v3 release we recommend you update to a more recent version of node-tar. I",High,security,my-project-watch,all-repos,npm://tar:2.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
JS-YAML Package for Node.js lib/loader.js readAlias() Function YAML Anchor Handling Arbitrary Code Execution,Medium,security,my-project-watch,all-repos,npm://js-yaml:3.6.1,2022-12-28T16:04:03-05:00,1 | Security-All
This affects the package jsonpointer before 5.0.0. A type confusion vulnerability can lead to a bypass of a previous Prototype Pollution fix when the pointer components are arrays.,Critical,security,my-project-watch,all-repos,npm://jsonpointer:4.0.0,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
shelljs is vulnerable to Improper Privilege Management,High,security,my-project-watch,all-repos,npm://shelljs:0.3.0,2022-12-28T16:04:03-05:00,1 | Security-All
"Marked is a markdown parser and compiler. Prior to version 4.0.10, the regular expression `block.def` may cause catastrophic backtracking against some strings and lead to a regular expression denial of service (ReDoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched in version 4.0.10. As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",High,security,my-project-watch,all-repos,npm://marked:0.3.9,2022-12-28T16:04:03-05:00,1 | Security-All
"Marked is a markdown parser and compiler. Prior to version 4.0.10, the regular expression `inline.reflinkSearch` may cause catastrophic backtracking against some strings and lead to a denial of service (DoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched in version 4.0.10. As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",High,security,my-project-watch,all-repos,npm://marked:0.3.9,2022-12-28T16:04:03-05:00,1 | Security-All
unset-value Package for Node.js index.js unset() Function Prototype Pollution Arbitrary Code Execution,Critical,security,my-project-watch,all-repos,npm://unset-value:1.0.0,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:0.6.1,2022-12-28T16:04:03-05:00,1 | Security-All
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:0.5.2,2022-12-28T16:04:03-05:00,1 | Security-All
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:2.9.0,2022-12-28T16:04:03-05:00,1 | Security-All
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:2.5.1,2022-12-28T16:04:03-05:00,1 | Security-All
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:2.15.1,2022-12-28T16:04:03-05:00,1 | Security-All
Commander.js Package for Node.js index.js parse() Function Argument Parsing Arbitrary Code Execution Weakness,Unknown,security,my-project-watch,all-repos,npm://commander:2.3.0,2022-12-28T16:04:03-05:00,1 | Security-All
tap-mocha-reporter lib/utils.js Regular Expression Remote DoS,High,security,my-project-watch,all-repos,npm://tap-mocha-reporter:2.0.1,2022-12-28T16:04:03-05:00,1 | Security-All
"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",Critical,security,my-project-watch,all-repos,npm://minimist:0.0.10,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",Critical,security,my-project-watch,all-repos,npm://minimist:1.2.0,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",Critical,security,my-project-watch,all-repos,npm://minimist:0.0.8,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",High,security,my-project-watch,all-repos,npm://moment:2.24.0,2022-12-28T16:04:03-05:00,1 | Security-All
"In Async before 2.6.4 and 3.x before 3.2.2, a malicious user can obtain privileges via the mapValues() method, aka lib/internal/iterator.js createObjectIterator prototype pollution.",High,security,my-project-watch,all-repos,npm://async:2.6.1,2022-12-28T16:04:03-05:00,1 | Security-All
"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.",High,security,my-project-watch,all-repos,npm://nconf:0.6.9,2022-12-28T16:04:03-05:00,1 | Security-All
"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.",High,security,my-project-watch,all-repos,npm://nconf:0.10.0,2022-12-28T16:04:03-05:00,1 | Security-All
"The ejs (aka Embedded JavaScript templates) package 3.1.6 for Node.js allows server-side template injection in settings[view options][outputFunctionName]. This is parsed as an internal option, and overwrites the outputFunctionName option with an arbitrary OS command (which is executed upon template compilation).",Critical,security,my-project-watch,all-repos,npm://ejs:0.4.3,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"Hawk is an HTTP authentication scheme providing mechanisms for making authenticated HTTP requests with partial cryptographic verification of the request and response, covering the HTTP method, request URI, host, and optionally the request payload. Hawk used a regular expression to parse `Host` HTTP header (`Hawk.utils.parseHost()`), which was subject to regular expression DoS attack - meaning each added character in the attacker's input increases the computation time exponentially. `parseHost()` was patched in `9.0.1` to use built-in `URL` class to parse hostname instead. `Hawk.authenticate()` accepts `options` argument. If that contains `host` and `port`, those would be used instead of a call to `utils.parseHost()`.",High,security,my-project-watch,all-repos,npm://hawk:3.1.3,2022-12-28T16:04:03-05:00,1 | Security-All
"Hawk is an HTTP authentication scheme providing mechanisms for making authenticated HTTP requests with partial cryptographic verification of the request and response, covering the HTTP method, request URI, host, and optionally the request payload. Hawk used a regular expression to parse `Host` HTTP header (`Hawk.utils.parseHost()`), which was subject to regular expression DoS attack - meaning each added character in the attacker's input increases the computation time exponentially. `parseHost()` was patched in `9.0.1` to use built-in `URL` class to parse hostname instead. `Hawk.authenticate()` accepts `options` argument. If that contains `host` and `port`, those would be used instead of a call to `utils.parseHost()`.",High,security,my-project-watch,all-repos,npm://hawk:1.0.0,2022-12-28T16:04:03-05:00,1 | Security-All
json-schema is vulnerable to Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Critical,security,my-project-watch,all-repos,npm://json-schema:0.2.3,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
Moment Package for Node.js lib/create/from-string.js preprocessRFC2822() Function Message Parsing Improper Regular Expression DoS,High,security,my-project-watch,all-repos,npm://moment:2.24.0,2022-12-28T16:04:03-05:00,1 | Security-All
Mocha Package for Node.js lib/utils.js clean() Function Improper Regular Expression DoS,High,security,my-project-watch,all-repos,npm://mocha:2.5.3,2022-12-28T16:04:03-05:00,1 | Security-All
Mocha Package for Node.js lib/utils.js clean() Function Improper Regular Expression DoS,High,security,my-project-watch,all-repos,npm://mocha:2.0.1,2022-12-28T16:04:03-05:00,1 | Security-All
JavaScript Big Number (jsbn) index.js Multiple Functions Timing Side-channel Information Disclosure,Medium,security,my-project-watch,all-repos,npm://jsbn:0.1.1,2022-12-28T16:04:03-05:00,1 | Security-All
JavaScript Big Number (jsbn) index.js Multiple Functions Timing Side-channel Information Disclosure,Medium,security,my-project-watch,all-repos,npm://jsbn:0.1.0,2022-12-28T16:04:03-05:00,1 | Security-All
The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,Medium,security,my-project-watch,all-repos,npm://got:6.7.1,2022-12-28T16:04:03-05:00,1 | Security-All
"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",High,security,my-project-watch,all-repos,npm://moment:2.24.0,2022-12-28T16:04:03-05:00,1 | Security-All
"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",High,security,my-project-watch,all-repos,npm://minimatch:0.3.0,2022-12-28T16:04:04-05:00,1 | Security-All
"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",High,security,my-project-watch,all-repos,npm://minimatch:3.0.3,2022-12-28T16:04:04-05:00,1 | Security-All
"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",High,security,my-project-watch,all-repos,npm://minimatch:3.0.2,2022-12-28T16:04:04-05:00,1 | Security-All
"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",High,security,my-project-watch,all-repos,npm://qs:0.6.6,2022-12-28T16:04:03-05:00,1 | Security-All
"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",High,security,my-project-watch,all-repos,npm://qs:6.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
"qs before 6.10.3, as used in Express before 4.17.3 and other products, allows attackers to cause a Node process hang for an Express application because an __ proto__ key can be used. In many typical Express use cases, an unauthenticated remote attacker can place the attack payload in the query string of the URL that is used to visit the application, such as a[__proto__]=b&a[__proto__]&a[length]=100000000. The fix was backported to qs 6.9.7, 6.8.3, 6.7.3, 6.6.1, 6.5.3, 6.4.1, 6.3.3, and 6.2.4 (and therefore Express 4.17.3, which has ""deps: qs@6.9.7"" in its release description, is not vulnerable).",High,security,my-project-watch,all-repos,npm://qs:5.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
A vulnerability has been found in OWASP NodeGoat and classified as problematic. This vulnerability affects unknown code of the file app/routes/research.js of the component Query Parameter Handler. The manipulation leads to denial of service. The attack can be initiated remotely. The name of the patch is 4a4d1db74c63fb4ff8d366551c3af006c25ead12. It is recommended to apply a patch to fix this issue. The identifier of this vulnerability is VDB-216184.,High,security,my-project-watch,all-repos,npm://owasp-nodejs-goat:1.3.0,2022-12-28T16:04:03-05:00,1 | Security-All
A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.,High,security,my-project-watch,all-repos,npm://tough-cookie:2.2.2,2022-12-28T16:04:03-05:00,1 | Security-All
A ReDoS (regular expression denial of service) flaw was found in the tough-cookie module before 2.3.3 for Node.js. An attacker that is able to make an HTTP request using a specially crafted cookie may cause the application to consume an excessive amount of CPU.,High,security,my-project-watch,all-repos,npm://tough-cookie:2.3.1,2022-12-28T16:04:03-05:00,1 | Security-All
"The is-my-json-valid package before 2.12.4 for Node.js has an incorrect exports['utc-millisec'] regular expression, which allows remote attackers to cause a denial of service (blocked event loop) via a crafted string.",High,security,my-project-watch,all-repos,npm://is-my-json-valid:2.15.0,2022-12-28T16:04:03-05:00,1 | Security-All
"The uglify-js package before 2.6.0 for Node.js allows attackers to cause a denial of service (CPU consumption) via crafted input in a parse call, aka a ""regular expression denial of service (ReDoS).""",High,security,my-project-watch,all-repos,npm://uglify-js:2.4.24,2022-12-28T16:04:03-05:00,1 | Security-All
"The qs module before 1.0.0 does not have an option or default for specifying object depth and when parsing a string representing a deeply nested object will block the event loop for long periods of time. An attacker could leverage this to cause a temporary denial-of-service condition, for example, in a web application, other requests would not be processed while this blocking is occurring.",High,security,my-project-watch,all-repos,npm://qs:0.6.6,2022-12-28T16:04:03-05:00,1 | Security-All
react-native-meteor-oauth is a library for Oauth2 login to a Meteor server in React Native. The oauth Random Token is generated using a non-cryptographically strong RNG (Math.random()).,Medium,security,my-project-watch,all-repos,npm://randomatic:1.1.5,2022-12-28T16:04:03-05:00,1 | Security-All
"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",Medium,security,my-project-watch,all-repos,npm://request:2.67.0,2022-12-28T16:04:04-05:00,1 | Security-All
"Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.",Medium,security,my-project-watch,all-repos,npm://request:2.36.0,2022-12-28T16:04:04-05:00,1 | Security-All
"Minimatch is a minimal matching utility that works by converting glob expressions into JavaScript `RegExp` objects. The primary function, `minimatch(path, pattern)` in Minimatch 3.0.1 and earlier is vulnerable to ReDoS in the `pattern` parameter.",High,security,my-project-watch,all-repos,npm://minimatch:0.3.0,2022-12-28T16:04:03-05:00,1 | Security-All
"The mime module < 1.4.1, 2.0.1, 2.0.2 is vulnerable to regular expression denial of service when a mime lookup is performed on untrusted user input.",High,security,my-project-watch,all-repos,npm://mime:1.2.11,2022-12-28T16:04:03-05:00,1 | Security-All
The debug module is vulnerable to regular expression denial of service when untrusted user input is passed into the o formatter. It takes around 50k characters to block for 2 seconds making this a low severity issue.,Medium,security,my-project-watch,all-repos,npm://debug:2.2.0,2022-12-28T16:04:03-05:00,1 | Security-All
"Growl adds growl notification support to nodejs. Growl before 1.10.2 does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.",Critical,security,my-project-watch,all-repos,npm://growl:1.9.2,2022-12-28T16:04:04-05:00,"2 | Security-All,Security-Critical"
"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",Medium,security,my-project-watch,all-repos,npm://lodash:4.13.1,2022-12-28T16:04:03-05:00,1 | Security-All
"lodash node module before 4.17.5 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via defaultsDeep, merge, and mergeWith functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",Medium,security,my-project-watch,all-repos,npm://lodash:2.4.2,2022-12-28T16:04:03-05:00,1 | Security-All
sshpk is vulnerable to ReDoS when parsing crafted invalid public keys.,High,security,my-project-watch,all-repos,npm://sshpk:1.10.1,2022-12-28T16:04:04-05:00,1 | Security-All
"hoek node module before 4.2.0 and 5.0.x before 5.0.3 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via 'merge' and 'applyToDefaults' functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",High,security,my-project-watch,all-repos,npm://hoek:2.16.3,2022-12-28T16:04:03-05:00,1 | Security-All
"hoek node module before 4.2.0 and 5.0.x before 5.0.3 suffers from a Modification of Assumed-Immutable Data (MAID) vulnerability via 'merge' and 'applyToDefaults' functions, which allows a malicious user to modify the prototype of ""Object"" via __proto__, causing the addition or modification of an existing property that will exist on all objects.",High,security,my-project-watch,all-repos,npm://hoek:0.9.1,2022-12-28T16:04:03-05:00,1 | Security-All
"index.js in brace-expansion before 1.1.7 is vulnerable to Regular Expression Denial of Service (ReDoS) attacks, as demonstrated by an expand argument containing many comma characters.",High,security,my-project-watch,all-repos,npm://brace-expansion:1.1.6,2022-12-28T16:04:03-05:00,1 | Security-All
Hawk before 3.1.3 and 4.x before 4.1.1 allow remote attackers to cause a denial of service (CPU consumption or partial outage) via a long (1) header or (2) URI that is matched against an improper regular expression.,High,security,my-project-watch,all-repos,npm://hawk:1.0.0,2022-12-28T16:04:03-05:00,1 | Security-All
NodeJS Tough-Cookie version 2.2.2 contains a Regular Expression Parsing vulnerability in HTTP request Cookie Header parsing that can result in Denial of Service. This attack appear to be exploitable via Custom HTTP header passed by client. This vulnerability appears to have been fixed in 2.3.0.,Medium,security,my-project-watch,all-repos,npm://tough-cookie:2.2.2,2022-12-28T16:04:03-05:00,1 | Security-All
"The qs module before 1.0.0 in Node.js does not call the compact function for array data, which allows remote attackers to cause a denial of service (memory consumption) by using a large index value to create a sparse array.",Medium,security,my-project-watch,all-repos,npm://qs:0.6.6,2022-12-28T16:04:03-05:00,1 | Security-All
"adm-zip npm library before 0.4.9 is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a ../ (dot dot slash) in a Zip archive entry that is mishandled during extraction. This vulnerability is also known as 'Zip-Slip'.",Medium,security,my-project-watch,all-repos,npm://adm-zip:0.4.4,2022-12-28T16:04:03-05:00,1 | Security-All
nodejs ejs versions older than 2.5.3 is vulnerable to remote code execution due to weak input validation in ejs.renderFile() function,Critical,security,my-project-watch,all-repos,npm://ejs:0.4.3,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
nodejs ejs version older than 2.5.5 is vulnerable to a denial-of-service due to weak input validation in the ejs.renderFile(),High,security,my-project-watch,all-repos,npm://ejs:0.4.3,2022-12-28T16:04:03-05:00,1 | Security-All
nodejs ejs version older than 2.5.5 is vulnerable to a Cross-site-scripting in the ejs.renderFile() resulting in code injection,Medium,security,my-project-watch,all-repos,npm://ejs:0.4.3,2022-12-28T16:04:03-05:00,1 | Security-All
"An issue was discovered in an npm 5.7.0 2018-02-21 pre-release (marked as ""next: 5.7.0"" and therefore automatically installed by an ""npm upgrade -g npm"" command, and also announced in the vendor's blog without mention of pre-release status). It might allow local users to bypass intended filesystem access restrictions because ownerships of /etc and /usr directories are being changed unexpectedly, related to a ""correctMkdir"" issue.",High,security,my-project-watch,all-repos,npm://npm:3.10.10,2022-12-28T16:04:03-05:00,1 | Security-All
"A prototype pollution vulnerability  was found in module extend <2.0.2, ~<3.0.2 that allows an attacker to inject arbitrary properties onto Object.prototype.",Critical,security,my-project-watch,all-repos,npm://extend:3.0.0,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",Medium,security,my-project-watch,all-repos,npm://lodash:4.13.1,2022-12-28T16:04:03-05:00,1 | Security-All
"A prototype pollution vulnerability was found in lodash <4.17.11 where the functions merge, mergeWith, and defaultsDeep can be tricked into adding or modifying properties of Object.prototype.",Medium,security,my-project-watch,all-repos,npm://lodash:2.4.2,2022-12-28T16:04:03-05:00,1 | Security-All
node-handlebars Template Handling Prototype Manipulation Remote Code Execution,Critical,security,my-project-watch,all-repos,npm://handlebars:4.0.5,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
marked lib/marked.js inline() Function Regular Expresssion Handling DoS,High,security,my-project-watch,all-repos,npm://marked:0.3.9,2022-12-28T16:04:03-05:00,1 | Security-All
utile Package for Node.js lib/base64.js base64.encode() Function Buffer Allocation Handling Memory Consumption DoS,Medium,security,my-project-watch,all-repos,npm://utile:0.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
utile Package for Node.js lib/base64.js base64.encode() Function Buffer Allocation Handling Memory Consumption DoS,Medium,security,my-project-watch,all-repos,npm://utile:0.3.0,2022-12-28T16:04:03-05:00,1 | Security-All
Platform.js HTTP User-Agent Header Parsing Regular Expression Handling Remote DoS,Medium,security,my-project-watch,all-repos,npm://platform:1.3.1,2022-12-28T16:04:03-05:00,1 | Security-All
JS-YAML lib/js-yaml/loader.js storeMappingPair() Function Nested Array Handling Resource Consumption DoS Weakness,Medium,security,my-project-watch,all-repos,npm://js-yaml:3.6.1,2022-12-28T16:04:03-05:00,1 | Security-All
JS-YAML lib/js-yaml/loader.js storeMappingPair() Function Object Property Handling Arbitrary Code Execution,Critical,security,my-project-watch,all-repos,npm://js-yaml:3.6.1,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"A vulnerability was found in node-tar before version 4.4.2 (excluding version 2.2.2). An Arbitrary File Overwrite issue exists when extracting a tarball containing a hardlink to a file that already exists on the system, in conjunction with a later plain file with the same name as the hardlink. This plain file content replaces the existing file content. A patch has been applied to node-tar v2.2.2).",High,security,my-project-watch,all-repos,npm://tar:2.2.1,2022-12-28T16:04:03-05:00,1 | Security-All
Eran Hammer cryptiles version 4.1.1 earlier contains a CWE-331: Insufficient Entropy vulnerability in randomDigits() method that can result in An attacker is more likely to be able to brute force something that was supposed to be random.. This attack appear to be exploitable via Depends upon the calling application.. This vulnerability appears to have been fixed in 4.1.2.,Critical,security,my-project-watch,all-repos,npm://cryptiles:0.2.2,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
Eran Hammer cryptiles version 4.1.1 earlier contains a CWE-331: Insufficient Entropy vulnerability in randomDigits() method that can result in An attacker is more likely to be able to brute force something that was supposed to be random.. This attack appear to be exploitable via Depends upon the calling application.. This vulnerability appears to have been fixed in 4.1.2.,Critical,security,my-project-watch,all-repos,npm://cryptiles:2.0.5,2022-12-28T16:04:03-05:00,"2 | Security-All,Security-Critical"
"fstream before 1.0.12 is vulnerable to Arbitrary File Overwrite. Extracting tarballs containing a hardlink to a file that already exists in the system, and a file that matches the hardlink, will overwrite the system's file with the contents of the extracted file. The fstream.DirWriter() function is vulnerable.",High,security,my-project-watch,all-repos,npm://fstream:1.0.10,2022-12-28T16:04:03-05:00,1 | Security-All
marked Package for Node.js lib/marked.js heading Regular Expression Handling CPU Consumption DoS,Medium,security,my-project-watch,all-repos,npm://marked:0.3.9,2022-12-28T16:04:03-05:00,1 | Security-All
"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",Medium,security,my-project-watch,all-repos,npm://lodash:4.13.1,2022-12-28T16:04:03-05:00,1 | Security-All
"lodash prior to 4.17.11 is affected by: CWE-400: Uncontrolled Resource Consumption. The impact is: Denial of service. The component is: Date handler. The attack vector is: Attacker provides very long strings, which the library attempts to match using a regular expression. The fixed version is: 4.17.11.",Medium,security,my-project-watch,all-repos,npm://lodash:2.4.2,2022-12-28T16:04:03-05:00,1 | Security-All
Versions of lodash lower than 4.17.12 are vulnerable to Prototype Pollution. The function defaultsDeep could be tricked into adding or modifying properties of Object.prototype using a constructor payload.,Critical,security,my-project-watch,all-repos,npm://lodash:4.13.1,2022-12-28T16:04:04-05:00,"2 | Security-All,Security-Critical"
