Group Name,Project Name,Tool,Scanner Name,Status,Vulnerability,Details,Additional Info,Severity,CVE,CWE,Other Identifiers,Detected At,Location,Activity,Comments,Full Path,CVSS Vectors
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,XSS,"When text/javascript responses are received from cross-origin ajax requests not containing the option `dataType`, the result is executed in `jQuery.globalEval` potentially allowing an attacker to execute arbitrary code on the origin.",,unknown,,,Gemnasium-64559551-a08a-4af6-ab2e-80980dbfbf7d,2023-12-05 15:47:20 UTC,"{""file""=>""app/assets/vendor/jquery.min.js"", ""dependency""=>{""package""=>{""name""=>""jquery""}, ""version""=>""1.10.2""}}",false,"",test-group260849/NodeGoat/101844145,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Memory Exposure in tunnel-agent,"Versions of `tunnel-agent` are vulnerable to memory exposure.

This is exploitable if user supplied input is provided to the auth value and is a number.

Proof-of-concept:
```js
require('request')({
 method: 'GET',
 uri: 'http://www.example.com',
 tunnel: true,
 proxy:{
 protocol: 'http:',
 host:'127.0.0.1',
 port:8080,
 auth:USERSUPPLIEDINPUT // number
 }
});
``` Update to or later.",,unknown,,,GHSA-xc7v-wxcw-j472; Gemnasium-72536a02-8dbb-40d5-9f29-cae43c5d8da7,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tunnel-agent""}, ""version""=>""0.4.3""}}",false,"",test-group260849/NodeGoat/101844146,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression DoS,brace expansion is vulnerable to Regular Expression Denial of Service attacks.,,unknown,,,Gemnasium-8afb86ca-4a5e-4803-abcc-c9988ef61abf,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""brace-expansion""}, ""version""=>""1.1.6""}}",false,"",test-group260849/NodeGoat/101844147,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,uglify-js is vulnerable to regular expression denial of service (ReDoS) when certain types of input is passed into .parse(). A regular expression leading to a very long processing time can be used to make the program hang for a very long time.,,high,CVE-2015-8858,,Gemnasium-e6f107fa-84e2-4718-b30e-d900c9c4aa9e,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""uglify-js""}, ""version""=>""2.4.24""}}",false,"",test-group260849/NodeGoat/101844148,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:C=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Time-of-check Time-of-use (TOCTOU) Race Condition,file.copy operations in GruntJS is vulnerable to a TOCTOU race condition leading to arbitrary file write in GitHub repository gruntjs/grunt prior to 1.5.3. This vulnerability is capable of arbitrary file writes which can lead to local privilege escalation to the GruntJS user if a lower-privileged user has write access to both source and destination directories as the lower-privileged user can create a symlink to the GruntJS user's .bashrc file or replace /etc/shadow file if the GruntJS user is root.,,high,CVE-2022-1537,,Gemnasium-805f980b-db50-4adc-8e44-ca27dc57bb17,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""grunt""}, ""version""=>""1.0.3""}}",false,"",test-group260849/NodeGoat/101844149,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H=NVD; AV:L/AC:M/Au:N/C:C/I:C/A:C=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Control of Generation of Code ('Code Injection'),"Handlebars before 3.0.8 and 4.x before 4.5.3 is vulnerable to Arbitrary Code Execution. The lookup helper fails to properly validate templates, allowing attackers to submit templates that execute arbitrary JavaScript. This can be used to run arbitrary code on a server processing Handlebars templates or in a victim's browser (effectively serving as XSS).",,high,CVE-2019-20920,,GHSA-3cqr-58rm-57f8; Gemnasium-2a116fa0-3b19-410b-a8d6-7a896f7665ba,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844150,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:L/A:L=NVD; AV:N/AC:M/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Denial of Service in js-yaml,"Versions of `js-yaml` prior to 3.13.0 are vulnerable to Denial of Service. By parsing a carefully-crafted YAML file, the node process stalls and may exhaust system resources leading to a Denial of Service.


## Recommendation

Upgrade to version 3.13.0.",,unknown,,,Gemnasium-b3f87938-e381-4599-92d0-a687a80addd9; GHSA-2pr6-76vf-7546,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""js-yaml""}, ""version""=>""3.5.5""}}",false,"",test-group260849/NodeGoat/101844151,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Code Injection,"The underscore package is are vulnerable to Arbitrary Code Injection via the template function, particularly when a variable property is passed as an argument as it is not sanitized.",,high,CVE-2021-23358,,Gemnasium-8a3c5e90-404a-48ab-a4a4-d1287d5e694f,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""underscore""}, ""version""=>""1.8.3""}}",false,"",test-group260849/NodeGoat/101844152,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Prototype Pollution,"If an attacker submits a malicious `INI` file to an application that parses it with `ini.parse`, they will pollute the prototype on the application. This can be exploited further depending on the context.",,high,CVE-2020-7788,,Gemnasium-ad08b2d8-6544-4011-9f7d-1c9f1afba029,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""ini""}, ""version""=>""1.3.4""}}",false,"",test-group260849/NodeGoat/101844153,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Inefficient Regular Expression Complexity,"The regular expression `block.def` may cause catastrophic backtracking against some strings and lead to a regular expression denial of service (ReDoS). Anyone who runs untrusted markdown through a vulnerable version of marked and does not use a worker with a time limit may be affected. This issue is patched As a workaround, avoid running untrusted markdown through marked or run marked on a worker thread and set a reasonable time limit to prevent draining resources.",,high,CVE-2022-21680,,GHSA-rrrm-qjm4-v8hf; Gemnasium-dc02f221-a495-47d1-9841-0b4dbd4a2ba3,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844154,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,This affects the package npm-user-validate The regex that validates user emails took exponentially longer to process long input strings beginning with `@` characters.,,high,CVE-2020-7754,,Gemnasium-1673fa49-9d59-4511-8859-f7e2a89af59a; GHSA-xgh6-85xh-479p,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""npm-user-validate""}, ""version""=>""0.1.5""}}",false,"",test-group260849/NodeGoat/101844155,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),undefsafe is vulnerable to Prototype Pollution. The 'a' function could be tricked into adding or modifying properties of Object.prototype using a __proto__ payload.,,medium,CVE-2019-10795,,Gemnasium-d800cbd6-f703-47a4-9529-54c2ff3674de; GHSA-332q-7ff2-57h2,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""undefsafe""}, ""version""=>""2.0.2""}}",false,"",test-group260849/NodeGoat/101844156,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L=NVD; AV:N/AC:L/Au:S/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Insecure Default Initialization of Resource,The package grunt is vulnerable to Arbitrary Code Execution due to the default usage of the function `load()` instead of its secure replacement `safeLoad()` of the package js-yaml inside `grunt.file.readYAML`.`,,high,CVE-2020-7729,,Gemnasium-e549ff85-1857-4107-86f5-935ebeee28af,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""grunt""}, ""version""=>""1.0.3""}}",false,"",test-group260849/NodeGoat/101844157,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H=NVD; AV:N/AC:H/Au:S/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Inefficient Regular Expression Complexity,"Versions of the package semver before 7.5.2 is vulnerable to Regular Expression Denial of Service (ReDoS) via the function new Range, when untrusted user data is provided as a range.",,high,CVE-2022-25883,,Gemnasium-ce51134c-efb7-4379-9eec-f3e1b97d84c2,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""semver""}, ""version""=>""5.3.0""}}",false,"",test-group260849/NodeGoat/101844158,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Moderate severity vulnerability that affects marked,** REJECT **  DO NOT USE THIS CANDIDATE NUMBER.  ConsultIDs: none.  Reason: This candidate was withdrawn by its CNA.  Further investigation showed that it was not a security issue.  Notes: none.,,unknown,CVE-2017-17461,,Gemnasium-315c2b51-ec49-4df8-ab44-180ed6789193; GHSA-crmx-v835-hcp4,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844159,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,This affects the package y18n,,high,CVE-2020-7774,,Gemnasium-31e64be8-0a39-4d06-a5b3-830c3920b9a4,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""y18n""}, ""version""=>""3.2.1""}}",false,"",test-group260849/NodeGoat/101844160,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,"The marked module is vulnerable to a regular expression denial of service. Based on the information published in the public issue, 1k characters can block for around 6 seconds.",,high,CVE-2017-16114,,Gemnasium-88255d19-20d6-46e1-bc5d-9019bae259b3,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""marked""}, ""version""=>""0.3.5""}}",false,"",test-group260849/NodeGoat/101844161,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Argument Injection or Modification,mixin-deep is vulnerable to Prototype Pollution. The function mixin-deep could be tricked into adding or modifying properties of `Object.prototype` using a constructor payload.,,critical,CVE-2019-10746,,Gemnasium-04af00f2-3b09-4656-9f4b-bcb2f4ef3db1,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""mixin-deep""}, ""version""=>""1.3.1""}}",false,"",test-group260849/NodeGoat/101844162,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,The enclosure regex used to check for strings ending in enclosure containing path separator.,,high,CVE-2020-28469,,Gemnasium-eb0cceb8-a804-421e-b29a-f49647c261ed,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""glob-parent""}, ""version""=>""2.0.0""}}",false,"",test-group260849/NodeGoat/101844163,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,"A vulnerability was found in the minimatch package. This flaw allows a Regular Expression Denial of Service (ReDoS) when calling the braceExpand function with specific arguments, resulting in a Denial of Service.",,high,CVE-2022-3517,,Gemnasium-3315cba1-b614-499b-b797-7444ab664f89,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""minimatch""}, ""version""=>""0.3.0""}}",false,"",test-group260849/NodeGoat/101844164,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Server-Side Request Forgery in Request,"The Request package through 2.88.1 for Node.js allows a bypass of SSRF mitigations via an attacker-controller server that does a cross-protocol redirect (HTTP to HTTPS, or HTTPS to HTTP). NOTE: This vulnerability only affects products that are no longer supported by the maintainer.",,medium,CVE-2023-28155,,Gemnasium-cf6400c1-d761-434d-ae82-ee40d738a99a; GHSA-p8p7-x288-28g6,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""request""}, ""version""=>""2.36.0""}}",false,"",test-group260849/NodeGoat/101844165,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,"The primary function, `minimatch(path, pattern)` in Minimatch is vulnerable to ReDoS in the `pattern` parameter.",,high,CVE-2016-10540,,Gemnasium-01f35b2f-9d0f-4ede-b329-7d9aa2b5cf0b,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""minimatch""}, ""version""=>""0.3.0""}}",false,"",test-group260849/NodeGoat/101844166,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Denial of Service in mongodb,"Versions of `mongodb` are vulnerable to Denial of Service. The package fails to properly catch an exception when a collection name is invalid and the DB does not exist, crashing the application. Upgrade to or later.",,unknown,,,Gemnasium-e8978603-dd78-4b0e-a49a-1963d56c2bdd; GHSA-mh5c-679w-hh4r,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""mongodb""}, ""version""=>""2.2.36""}}",false,"",test-group260849/NodeGoat/101844167,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Remote Memory Exposure,"If a request is made using `multipart`, and the body type is a `number`, then the specified number of non-zero memory is passed in the body.",,unknown,,,Gemnasium-04e24d91-9ce3-437b-a24d-7e9d3ec9f447,2023-12-05 15:47:20 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""request""}, ""version""=>""2.36.0""}}",false,"",test-group260849/NodeGoat/101844168,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,"In jQuery, passing HTML from untrusted sources, even after sanitizing it, to one of jQuery's DOM manipulation methods (i.e., `.html()`, `.append()`, and others) may execute untrusted code.",,medium,CVE-2020-11022,,GHSA-gxr4-xjj5-5px2; Gemnasium-fd4f9aca-c215-4d5d-a6b0-13f34d3df383,2023-12-05 15:47:22 UTC,"{""file""=>""app/assets/vendor/jquery.min.js"", ""dependency""=>{""package""=>{""name""=>""jquery""}, ""version""=>""1.10.2""}}",false,"",test-group260849/NodeGoat/101844219,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,ReDoS via long string of semicolons,"Tough-cookie contain a vulnerable regular expression that, under certain conditions involving long strings of semicolons in the ""Set-Cookie"" header, causes the event loop to block for excessive amounts of time.",,unknown,,,Gemnasium-36b46ab6-52c1-4d36-bf44-beb4e86cce41,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tough-cookie""}, ""version""=>""2.2.2""}}",false,"",test-group260849/NodeGoat/101844220,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Out-of-bounds Read,"A buffer over-read vulnerability exists in bl which could allow an attacker to supply user input (even typed) that if it ends up in `consume()` argument and can become negative, the BufferList state can be corrupted, tricking it into exposing uninitialized memory via regular `.slice()` calls.",,medium,CVE-2020-8244,,Gemnasium-5c803f2c-d546-484b-bb75-8d3dc9140e08,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""bl""}, ""version""=>""1.0.3""}}",false,"",test-group260849/NodeGoat/101844221,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L=NVD; AV:N/AC:L/Au:N/C:P/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Regular Expression Denial of Service,Specifically crafted long headers or uris can cause a minor denial of service.,,high,CVE-2016-2515,,Gemnasium-e33d0bab-2509-420f-950e-785c00309066,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""hawk""}, ""version""=>""1.0.0""}}",false,"",test-group260849/NodeGoat/101844222,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:C=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Incorrect Comparison,inflect is vulnerable to Inefficient Regular Expression Complexity,,high,CVE-2021-3820,,GHSA-x55w-vjjp-222r; Gemnasium-e0eb9f8a-baca-46b4-9fb2-44064e20f282,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""i""}, ""version""=>""0.3.6""}}",false,"",test-group260849/NodeGoat/101844223,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improperly Controlled Modification of Object Prototype Attributes ('Prototype Pollution'),Versions of the package tough-cookie before 4.1.3 is vulnerable to Prototype Pollution due to improper handling of Cookies when using CookieJar in rejectPublicSuffixes=false mode. This issue arises from the manner in which the objects are initialized.,,critical,CVE-2023-26136,,Gemnasium-d118b621-5e35-4aa7-895e-dcee6984cb08,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""tough-cookie""}, ""version""=>""2.2.2""}}",false,"",test-group260849/NodeGoat/101844224,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Cross-site Scripting,"In Bootstrap, XSS is possible in the tooltip data-viewport attribute.",,medium,CVE-2018-20676,,Gemnasium-9b222f1e-c20e-46e1-baab-44e5d4adda80,2023-12-05 15:47:22 UTC,"{""file""=>""app/assets/vendor/bootstrap/bootstrap.js"", ""dependency""=>{""package""=>{""name""=>""bootstrap""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844225,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Path Traversal in GitHub repository gruntjs/grunt prior to 1.5.2.,,medium,CVE-2022-0436,,Gemnasium-48ddd9da-ab87-4da3-a5d2-f0433a3636c8,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""grunt""}, ""version""=>""1.0.3""}}",false,"",test-group260849/NodeGoat/101844226,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N=NVD; AV:L/AC:L/Au:N/C:P/I:N/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Path Traversal,"The adm-zip npm library is vulnerable to directory traversal, allowing attackers to write to arbitrary files via a `../` in a Zip archive entry that is mishandled during extraction.",,medium,CVE-2018-1002204,,Gemnasium-1ccbd0cd-66f3-43ec-b9bf-ad5714092ffd,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""adm-zip""}, ""version""=>""0.4.4""}}",false,"",test-group260849/NodeGoat/101844227,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Input Validation,"index.js in brace-expansion before 1.1.7 is vulnerable to Regular Expression Denial of Service (ReDoS) attacks, as demonstrated by an expand argument containing many comma characters.",,high,CVE-2017-18077,,Gemnasium-bdb2b6c6-ad02-44a3-bc87-bcf2457e03c8; GHSA-832h-xg76-4gv6,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""brace-expansion""}, ""version""=>""1.1.6""}}",false,"",test-group260849/NodeGoat/101844228,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Got allows a redirect to a UNIX socket,The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,,medium,CVE-2022-33987,,GHSA-pfrx-2q88-qq97; Gemnasium-77f47a89-6244-4e5a-bff7-ee19d6a0be35,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""got""}, ""version""=>""6.7.1""}}",false,"",test-group260849/NodeGoat/101844229,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N=NVD; AV:N/AC:L/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,Handlebars before 4.4.5 allows Regular Expression Denial of Service (ReDoS) because of eager matching. The parser may be forced into an endless loop while processing crafted templates. This may allow attackers to exhaust system resources.,,high,CVE-2019-20922,,GHSA-62gr-4qp9-h98f; Gemnasium-0df68a45-e826-4251-9887-8e0d20fb7a7f,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""handlebars""}, ""version""=>""4.0.5""}}",false,"",test-group260849/NodeGoat/101844230,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H=NVD; AV:N/AC:L/Au:N/C:N/I:N/A:C=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Prototype Pollution in minimist,"Minimist <=1.2.5 is vulnerable to Prototype Pollution via file index.js, function setKey() (lines 69-95).",,critical,CVE-2021-44906,,Gemnasium-9d7c0895-2bb9-442d-9a89-eff7a63c0438; GHSA-xvch-5gv4-984h,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""minimist""}, ""version""=>""0.0.10""}}",false,"",test-group260849/NodeGoat/101844231,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') in js-yaml.,,unknown,,,Gemnasium-60f608f5-d189-4c04-985f-8c3fe3431a2c; GHSA-8j8c-7jfh-h6hx,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""js-yaml""}, ""version""=>""3.5.5""}}",false,"",test-group260849/NodeGoat/101844232,""
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross Site Scripting vulnerability in jQuery 2.2.0 through 3.x before 3.5.0 allows a remote attacker to execute arbitrary code via the <options> element.,,medium,CVE-2020-23064,,Gemnasium-02840a8e-ab57-4a58-8d70-7395a62b4665; GHSA-257q-pv89-v3xv,2023-12-05 15:47:22 UTC,"{""file""=>""app/assets/vendor/jquery.min.js"", ""dependency""=>{""package""=>{""name""=>""jquery""}, ""version""=>""1.10.2""}}",false,"",test-group260849/NodeGoat/101844233,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Time-of-check Time-of-use (TOCTOU) Race Condition,A TOCTOU issue in the chownr package for `Node.js` could allow a local attacker to trick it into descending into unintended directories via symlink attacks.,,low,CVE-2017-18869,,Gemnasium-cc4ad09e-5ba2-4e30-81e6-3703cf3609a0,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""chownr""}, ""version""=>""1.0.1""}}",false,"",test-group260849/NodeGoat/101844234,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N=NVD; AV:L/AC:M/Au:N/C:N/I:P/A:N=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Uncontrolled Resource Consumption,"A prototype pollution vulnerability was found in lodash where the functions `merge`, `mergeWith`, and `defaultsDeep` can be tricked into adding or modifying properties of `Object.prototype`.",,critical,CVE-2018-16487,,Gemnasium-d8822263-8a6f-43ea-bb6b-7a2a0cabdf5c,2023-12-05 15:47:22 UTC,"{""file""=>""package-lock.json"", ""dependency""=>{""package""=>{""name""=>""lodash""}, ""version""=>""2.4.2""}}",false,"",test-group260849/NodeGoat/101844235,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H=NVD; AV:N/AC:L/Au:N/C:P/I:P/A:P=NVD
Test-Group,NodeGoat,dependency_scanning,Gemnasium,detected,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"In Bootstrap before 3.4.1 and 4.3.x before 4.3.1, XSS is possible in the tooltip or popover data-template attribute.",,medium,CVE-2019-8331,,Gemnasium-947ed14c-b2ac-4185-85de-962f85af08c9; GHSA-wh77-3x4m-4q9g,2023-12-05 15:47:22 UTC,"{""file""=>""app/assets/vendor/bootstrap/bootstrap.js"", ""dependency""=>{""package""=>{""name""=>""bootstrap""}, ""version""=>""3.0.0""}}",false,"",test-group260849/NodeGoat/101844236,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N=NVD; AV:N/AC:M/Au:N/C:N/I:P/A:N=NVD
